SEQPLT18,YEAR,PSTATABB,PNAME,ORISPL,OPRNAME,OPRCODE,UTLSRVNM,UTLSRVID,SECTOR,BANAME,BACODE,NERC,SUBRGN,SRNAME,ISORTO,FIPSST,FIPSCNTY,CNTYNAME,LAT,LON
651,2018,CA,Burney Forest Products,10652,Pacific Gas & Electric Co,14328,North American Energy Services,2565,IPP CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,089,Shasta,40.879719,-121.720342
652,2018,CA,Butt Valley,221,Pacific Gas & Electric Co,14328,Pacific Gas & Electric Co.,14328,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,063,Plumas,40.175656,-121.190663
653,2018,CA,Butte College Main Campus Solar,57970,Pacific Gas & Electric Co,14328,Butte-Glenn Community College District,57345,Commercial Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,007,Butte,39.648056,-121.644167
654,2018,CA,C P Kelco San Diego Plant,52147,San Diego Gas & Electric Co,16609,CPKelco U S Inc,3221,Industrial CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,073,San Diego,32.6947,-117.1436
655,2018,CA,C&H Sugar Plant,58251,Pacific Gas & Electric Co,14328,C&H Sugar Company Inc,58223,Industrial CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,013,Contra Costa,38.057222,-122.218889
656,2018,CA,CA Dept of Public Health at Richmond,60428,Pacific Gas & Electric Co,14328,California PV Energy LLC,58540,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,013,Contra Costa,37.92,-122.344
657,2018,CA,"CA Flats Solar 130, LLC",60033,Pacific Gas & Electric Co,14328,"California Flats Solar 130, LLC",61423,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,079,San Luis Obispo,35.615573,-120.404352
658,2018,CA,"CA Flats Solar 150, LLC",60034,Pacific Gas & Electric Co,14328,"CD Arevon USA, Inc.",61230,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,079,San Luis Obispo,35.615573,-120.404352
659,2018,CA,Cabazon Wind Partners,56011,Southern California Edison Co,17609,Shell Wind Energy Inc.,17058,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,065,Riverside,33.9172,-116.735
660,2018,CA,Cabrillo Power I Encina Power Station,302,San Diego Gas & Electric Co,16609,NRG Cabrillo Power Ops Inc,13960,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,073,San Diego,33.1361,-117.3364
661,2018,CA,Calabasas Gas to Energy Facility,57163,Southern California Edison Co,17609,Los Angeles County Sanitation,11217,Commercial Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,037,Los Angeles,34.1511,-118.7236
662,2018,CA,California Institute of Technology,10262,City of Pasadena - (CA),14534,California Institute-Technology,2848,Commercial CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,037,Los Angeles,34.138467,-118.1256
663,2018,CA,California PV Energy at ISD WWTP,59283,Pacific Gas & Electric Co,14328,California PV Energy LLC,58540,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,013,Contra Costa,38.001111,-121.703889
664,2018,CA,California State University San Bernardi,57544,Southern California Edison Co,17609,Southern California Edison Co,17609,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,071,San Bernardino,34.185833,-117.324167
665,2018,CA,California Valley Solar Ranch,57439,Pacific Gas & Electric Co,14328,"NRG Renew Operation & Maintenance, LLC",56762,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,079,San Luis Obispo,35.323739,-119.91663
666,2018,CA,Calipatria Solar Farm,59088,Imperial Irrigation District,9216,Southern Power Co,17650,IPP Non-CHP,Imperial Irrigation District,IID,WECC,AZNM,WECC Southwest,,06,025,Imperial,33.165833,-115.532222
667,2018,CA,Calistoga Power Plant,50066,Pacific Gas & Electric Co,14328,Geysers Power Co LLC,7160,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,033,Lake,38.7879,-122.7434
668,2018,CA,CalPeak Power - Border,55510,San Diego Gas & Electric Co,16609,"Calpeak Operating Services, LLC",59527,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,073,San Diego,32.562448,-116.943869
669,2018,CA,CalPeak Power - Enterprise,55513,San Diego Gas & Electric Co,16609,"Calpeak Operating Services, LLC",59527,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,073,San Diego,33.121943,-117.117441
670,2018,CA,CalPeak Power - Panoche,55508,Pacific Gas & Electric Co,14328,"Wellhead Energy, LLC",20323,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,019,Fresno,36.6535,-120.5783
671,2018,CA,CalPeak Power - Vaca Dixon,55499,Pacific Gas & Electric Co,14328,"Calpeak Operating Services, LLC",59527,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,095,Solano,38.398867,-121.923973
672,2018,CA,"Calpine Gilroy Cogen, LP",10034,Pacific Gas & Electric Co,14328,Calpine Gilroy Cogen LP,3028,IPP CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,085,Santa Clara,37.0001,-121.5367
673,2018,CA,Calpine Sutter Energy Center,55112,WAPA-- Western Area Power Administration,27000,Calpine Corp-Sutter,22650,IPP Non-CHP,Western Area Power Administration - Desert Southwest Region,WALC,WECC,CAMX,WECC California,,06,101,Sutter,39.053139,-121.695873
674,2018,CA,CalRenew-1,56768,Pacific Gas & Electric Co,14328,CalRenew-1 LLC,55961,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,019,Fresno,36.7575,-120.3658
675,2018,CA,Caltech Central,57460,Southern California Edison Co,17609,Bloom Energy 2009 PPA,56778,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,037,Los Angeles,34.1358,-118.1267
676,2018,CA,Camanche,537,Pacific Gas & Electric Co,14328,East Bay Municipal Util Dist,5571,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,077,San Joaquin,38.2268,-121.0245
677,2018,CA,Cameron Ridge LLC,10586,Southern California Edison Co,17609,Terra-Gen Operating Co-Wind,2770,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.075,-118.3158
678,2018,CA,Camino,430,Sacramento Municipal Util Dist,16534,Sacramento Municipal Util Dist,16534,Electric Utility,Balancing Authority of Northern California,BANC,WECC,CAMX,WECC California,,06,017,El Dorado,38.82881,-120.537089
679,2018,CA,Camp Far West,531,Pacific Gas & Electric Co,14328,Sacramento Municipal Util Dist,16534,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,061,Placer,39.048802,-121.316966
680,2018,CA,Campo Verde Solar,58467,San Diego Gas & Electric Co,16609,Southern Power Co,17650,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,025,Imperial,32.753333,-115.726389
681,2018,CA,Cantua Solar Station,57522,Pacific Gas & Electric Co,14328,Pacific Gas & Electric Co.,14328,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,019,Fresno,36.425085,-120.343543
682,2018,CA,Canyon Crest Academy,60568,San Diego Gas & Electric Co,16609,SDGE Batteries,60336,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,073,San Diego,32.95907,-117.191622
683,2018,CA,Canyon Power Plant,57027,City of Anaheim - (CA),590,City of Anaheim - (CA),590,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,059,Orange,33.858056,-117.861667
684,2018,CA,Caribou 1,222,Pacific Gas & Electric Co,14328,Pacific Gas & Electric Co.,14328,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,063,Plumas,40.085476,-121.148241
685,2018,CA,Caribou 2,223,Pacific Gas & Electric Co,14328,Pacific Gas & Electric Co.,14328,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,063,Plumas,40.085997,-121.149373
686,2018,CA,Carlsbad Energy Center,59002,San Diego Gas & Electric Co,16609,NRG California Peaker Operations LLC,58847,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,073,San Diego,33.140507,-117.333916
687,2018,CA,Carson Cogeneration,7527,Sacramento Municipal Util Dist,16534,Sacramento Municipal Util Dist,16534,Electric Utility,Balancing Authority of Northern California,BANC,WECC,CAMX,WECC California,,06,067,Sacramento,38.445681,-121.462387
688,2018,CA,Carson Cogeneration Company,10169,Southern California Edison Co,17609,Carson Cogeneration Co,3084,IPP CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,037,Los Angeles,33.8759,-118.2491
689,2018,CA,"Cascade Energy Storage, LLC",61801,Pacific Gas & Electric Co.,14328,"Enel Green Power NA, Inc.",59380,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,077,San Joaquin,37.920124,-121.239242
690,2018,CA,Cascade Solar,58590,Southern California Edison Co,17609,Cascade Solar LLC,58546,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,071,San Bernardino,34.157222,-116.234444
691,2018,CA,Castaic,392,Los Angeles Department of Water & Power,11208,Los Angeles Department of Water & Power,11208,Electric Utility,Los Angeles Department of Water and Power,LDWP,WECC,CAMX,WECC California,,06,037,Los Angeles,34.587237,-118.656638
692,2018,CA,Castle Rock Vineyards,57870,Southern California Edison Co,17609,Castle Rock Cooling,57213,Commercial Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,107,Tulare,35.801111,-119.110556
693,2018,CA,Castor Solar,60277,Pacific Gas & Electric Co,14328,ZGlobal Inc,60059,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.211044,-119.387258
694,2018,CA,"Catalina Solar 2, LLC",59334,Southern California Edison Co,17609,Dominion Renewable Energy,58468,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,34.812222,-118.352778
695,2018,CA,Catalina Solar LLC,57708,Southern California Edison Co,17609,"EDF Renewable Asset Holdings, Inc.",57170,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,34.938261,-118.334492
696,2018,CA,CBS Studio Center,58440,Los Angeles Department of Water & Power,11208,Crestmark Bank,59413,Commercial Non-CHP,Los Angeles Department of Water and Power,LDWP,WECC,CAMX,WECC California,,06,037,Los Angeles,34.145,-118.390833
697,2018,CA,CBS Television City,58253,Los Angeles Department of Water & Power,11208,"CBS Broadcasting, Inc.",61247,Commercial Non-CHP,Los Angeles Department of Water and Power,LDWP,WECC,CAMX,WECC California,,06,037,Los Angeles,34.075,-118.36
698,2018,CA,CCCSD Wastewater Treatment Plnt,57573,Pacific Gas & Electric Co,14328,Central Contra Costa Sanitary District,56914,Commercial CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,013,Contra Costa,37.9978,-122.0697
699,2018,CA,CDCR (CA) - Corcoran State Prison,61620,Pacific Gas & Electric Co.,14328,"SunE Corcoran SP Owner, LLC",61225,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,031,Kings,36.06502,-119.55756
700,2018,CA,CDCR (CA) - Pleasant Valley State Prison,59748,Pacific Gas & Electric Co,14328,"Team-Solar, Inc.",59512,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,019,Fresno,36.137219,-120.224445
701,2018,CA,CDCR (CA) - Solano State Prison,61619,Pacific Gas & Electric Co.,14328,"SunE Solano SP Owner, LLC",61224,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,095,Solano,38.32272,-121.97062
702,2018,CA,CDCR (CA) - Wasco State Prison,61621,Pacific Gas & Electric Co.,14328,"SunE Wasco SP Owner, LLC",61226,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.60053,-119.40366
703,2018,CA,CE Leathers,10631,Imperial Irrigation District,9216,CalEnergy Operating Corporation,49899,IPP Non-CHP,Imperial Irrigation District,IID,WECC,AZNM,WECC Southwest,,06,025,Imperial,33.1779,-115.565
704,2018,CA,CE Turbo LLC,55984,Imperial Irrigation District,9216,CalEnergy Operating Corporation,49899,IPP Non-CHP,Imperial Irrigation District,IID,WECC,AZNM,WECC Southwest,,06,025,Imperial,33.1669,-115.5114
705,2018,CA,CE&P Imperial Valley 1,60670,Imperial Irrigation District,9216,"California Ethanol Power, LLC",60395,Industrial CHP,Imperial Irrigation District,IID,WECC,AZNM,WECC Southwest,,06,025,Imperial,32.912778,-115.518333
706,2018,CA,CED Avenal,60077,Pacific Gas & Electric Co,14328,Consolidated Edison Development Inc.,56769,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,031,Kings,35.996324,-120.15146
707,2018,CA,CED Ducor 1,60078,Southern California Edison Co,17609,Consolidated Edison Development Inc.,56769,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,107,Tulare,35.856278,-119.068414
708,2018,CA,CED Ducor 2,60079,Southern California Edison Co,17609,Consolidated Edison Development Inc.,56769,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,107,Tulare,35.844167,-119.068069
709,2018,CA,CED Ducor 3,60080,Southern California Edison Co,17609,Consolidated Edison Development Inc.,56769,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,107,Tulare,35.845378,-119.056992
710,2018,CA,CED Ducor 4,60081,Southern California Edison Co,17609,Consolidated Edison Development Inc.,56769,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,107,Tulare,35.850403,-119.026992
711,2018,CA,Center Generating Station,56475,Southern California Edison Co,17609,Southern California Edison Co,17609,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,037,Los Angeles,33.9296,-118.1046
712,2018,CA,Centerville PH,224,Pacific Gas & Electric Co,14328,Pacific Gas & Electric Co.,14328,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,007,Butte,39.788877,-121.657383
713,2018,CA,Centinela Solar Energy,58430,San Diego Gas & Electric Co,16609,Centinela Solar Energy LLC,58427,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,025,Imperial,32.686944,-115.647778
714,2018,CA,Central Antelope Dry Ranch B LLC,60281,Southern California Edison Co,17609,"Sustainable Power Group, LLC",58661,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,037,Los Angeles,34.705549,-118.301417
715,2018,CA,Central Antelope Dry Ranch C,59963,Southern California Edison Co,17609,"Sustainable Power Group, LLC",58661,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,037,Los Angeles,34.720499,-118.30046
716,2018,CA,Central Utilities Plant LAX,10048,Los Angeles City of,11208,LAX Airport,10810,Commercial CHP,Los Angeles Department of Water and Power,LDWP,WECC,CAMX,WECC California,,06,037,Los Angeles,33.943965,-118.40425
717,2018,CA,Central Utilities Plant LAX 2,58258,Los Angeles Department of Water & Power,11208,LAX Airport,10810,Commercial CHP,Los Angeles Department of Water and Power,LDWP,WECC,CAMX,WECC California,,06,037,Los Angeles,33.943889,-118.404167
718,2018,CA,Central Valley Ag Power,58978,Pacific Gas & Electric Co,14328,Central Valley Ag Power LLC,58839,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,099,Stanislaus,37.719722,-120.898611
719,2018,CA,Century Generating Facility,55934,City of Colton - (CA),4003,Colton Power LP,4382,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,071,San Bernardino,34.0606,-117.3533
720,2018,CA,CES Placerita Power Plant,10677,Southern California Edison Co,17609,CES Placerita Inc,178,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,037,Los Angeles,34.3801,-118.4999
721,2018,CA,CFW Solar X LLC - Vaughn,62378,Los Angeles Department of Water & Power,11208,Valta Energy,61980,IPP Non-CHP,Los Angeles Department of Water and Power,LDWP,WECC,CAMX,WECC California,,06,037,Los Angeles,34.277355,-118.429836
722,2018,CA,Chaffey College Rancho Cucamonga Campus,62150,Southern California Edison Co,17609,Chaffey Community College District,61686,Commercial Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,071,San Bernardino,34.148139,-117.570404
723,2018,CA,Chalk Cliff Limited,50003,Pacific Gas & Electric Co,14328,WCAC Operating Company,60662,IPP CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.0968,-119.4299
724,2018,CA,Chalk Mountain Powerhouse,56821,Pacific Gas & Electric Co,14328,Pacific Gas & Electric Co.,14328,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,089,Shasta,40.988056,-121.768333
725,2018,CA,Chicago Park,412,Pacific Gas & Electric Co,14328,Nevada Irrigation District,13402,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,057,Nevada,39.177903,-120.890856
726,2018,CA,Childrens Hospital,10175,San Diego Gas & Electric Co,16609,DTE San Diego COGEN Inc.,3476,Commercial CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,073,San Diego,32.7992,-117.1517
727,2018,CA,Chili Bar,225,Pacific Gas & Electric Co,14328,Pacific Gas & Electric Co.,14328,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,017,El Dorado,38.771764,-120.813239
728,2018,CA,Chowchilla II,56185,Pacific Gas & Electric Co,14328,California Power Holdings LLC,55784,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,039,Madera,37.1073,-120.2485
729,2018,CA,Chuckawalla Solar,58506,Southern California Edison Co,17609,Chuckawalla Solar LLC,58486,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,065,Riverside,33.568333,-114.918056
730,2018,CA,Chuckawalla Valley State Prison,57011,Southern California Edison Co,17609,SunE CPA CDC1 LLC,56302,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,065,Riverside,33.565329,-114.903629
731,2018,CA,Chula Vista Energy Center,55540,San Diego Gas & Electric Co,16609,"Wellhead Energy, LLC",20323,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,073,San Diego,32.591667,-117.058611
732,2018,CA,"CID Solar, LLC",59183,Pacific Gas & Electric Co,14328,Dominion Renewable Energy,58468,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,031,Kings,36.138056,-119.564722
733,2018,CA,Citizen B,59738,Southern California Edison Co,17609,"Sustainable Power Group, LLC",58661,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,019,Fresno,36.723806,-120.432139
734,2018,CA,Citizens Imperial Solar,62052,Imperial Irrigation District,9216,Citizens Enterprises Corporation,58871,IPP Non-CHP,Imperial Irrigation District,IID,WECC,AZNM,WECC Southwest,,06,025,Imperial,33.191661,-115.433783
735,2018,CA,City of Hayward WWTP,58525,Pacific Gas & Electric Co,14328,City of Hayward,58500,IPP CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,001,Alameda,37.633526,-122.139717
736,2018,CA,City of Madera WWTP,57682,Pacific Gas & Electric Co,14328,"SunE GIL1, LLC",57006,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,039,Madera,36.9408,-120.1572
737,2018,CA,City of Palo Alto,57714,City of Palo Alto - (CA),14401,City of Palo Alto,57033,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,085,Santa Clara,37.4383,-122.1094
738,2018,CA,City of Soledad Water Reclamation,59329,Pacific Gas & Electric Co,14328,"Foundation CA Fund VII Manager, LLC",59129,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,053,Monterey,36.421111,-121.340278
739,2018,CA,City of Tulare Water Facility,59395,Southern California Edison Co,17609,City of Tulare Water Pollution Control,59173,Commercial Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,107,Tulare,36.185,-119.375
740,2018,CA,Civic Center,10623,Los Angeles Department of Water & Power,11208,Los Angeles County,11216,Commercial CHP,Los Angeles Department of Water and Power,LDWP,WECC,CAMX,WECC California,,06,037,Los Angeles,34.0564,-118.2436
741,2018,CA,Clear Lake Hydro Project,50128,Pacific Gas & Electric Co,14328,Yolo County Flood Control WCD,22079,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,033,Lake,38.923556,-122.56668
742,2018,CA,Clearwater Power Plant,56356,Southern California Edison Co,17609,City of Riverside - (CA),16088,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,065,Riverside,33.8912,-117.6085
743,2018,CA,Cloverdale Solar Center,60813,Pacific Gas & Electric Co,14328,Enerparc Inc.,60496,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,097,Sonoma,38.769581,-123.020724
744,2018,CA,Cloverdale Solar I,58949,Pacific Gas & Electric Co,14328,GLT Cloverdale Solar LLC,58812,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,097,Sonoma,38.773056,-123.017778
745,2018,CA,Coachella,6060,Imperial Irrigation District,9216,Imperial Irrigation District,9216,Electric Utility,Imperial Irrigation District,IID,WECC,AZNM,WECC Southwest,,06,065,Riverside,33.6758,-116.1714
746,2018,CA,Coal Canyon,226,Pacific Gas & Electric Co,14328,Pacific Gas & Electric Co.,14328,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,007,Butte,39.605043,-121.600525
747,2018,CA,Coalinga 25D Cogen,52086,Pacific Gas & Electric Co,14328,Chevron USA Inc,54713,Industrial CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,019,Fresno,36.1556,-120.3972
748,2018,CA,Coalinga 6C Cogen,52083,Pacific Gas & Electric Co,14328,Chevron USA Inc,54713,Industrial CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,019,Fresno,36.2097,-120.3828
749,2018,CA,Coalinga Cogeneration Facility,50131,Pacific Gas & Electric Co,14328,Coalinga Cogeneration Co,3852,IPP CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,019,Fresno,36.1807,-120.3885
750,2018,CA,Coalinga Cogeneration Facility,50750,Pacific Gas & Electric Co,14328,Aera Energy LLC-Coalinga,23005,Industrial CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,019,Fresno,36.170317,-120.364084
751,2018,CA,Coca Cola American Canyon,57807,Pacific Gas & Electric Co,14328,Bloom Energy 2009 PPA,56778,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,055,Napa,38.190705,-122.275067
752,2018,CA,Cold Canyon 1,58379,Pacific Gas & Electric Co,14328,Toro Energy of California SLO,58366,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,079,San Luis Obispo,35.186667,-120.599444
753,2018,CA,Coleman PH,227,Pacific Gas & Electric Co,14328,Pacific Gas & Electric Co.,14328,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,089,Shasta,40.404645,-122.121904
754,2018,CA,Colgate,454,Pacific Gas & Electric Co,14328,Yuba County Water Agency,21140,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,115,Yuba,39.330833,-121.191666
755,2018,CA,Colgreen North Shore Solar Farm,60825,Imperial Irrigation District,9216,"Sunpin Holdings, LLC",60495,IPP Non-CHP,Imperial Irrigation District,IID,WECC,AZNM,WECC Southwest,,06,065,Riverside,33.540124,-115.974771
756,2018,CA,Collierville Powerhouse,54555,Pacific Gas & Electric Co,14328,Northern California Power Agny,40613,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,009,Calaveras,38.144636,-120.380497
757,2018,CA,Collins Pine Project,10661,Pacific Gas & Electric Co,14328,Collins Pine Co,3953,Industrial CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,063,Plumas,40.303422,-121.244431
758,2018,CA,Colon PV,59798,Los Angeles Department of Water & Power,11208,Los Angeles Department of Water & Power,11208,IPP Non-CHP,Los Angeles Department of Water and Power,LDWP,WECC,CAMX,WECC California,,06,037,Los Angeles,33.792694,-118.252407
759,2018,CA,"Colton Solar One, LLC",59597,City of Colton - (CA),4003,"Colton Solar One, LLC",59345,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,071,San Bernardino,34.093333,-117.319444
760,2018,CA,"Colton Solar Two, LLC",59598,City of Colton - (CA),4003,"Colton Solar Two, LLC",59346,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,071,San Bernardino,34.042222,-117.361667
761,2018,CA,Columbia 3,58502,Southern California Edison Co,17609,X-Elio North America Inc,57354,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,029,Kern,35.024722,-118.164167
762,2018,CA,"Columbia Solar Energy, LLC",59979,Pacific Gas & Electric Co,14328,Columbia Solar Energy LLC,59736,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,013,Contra Costa,38.019671,-121.86506
763,2018,CA,Colusa Generating Station,56532,Pacific Gas & Electric Co,14328,Pacific Gas & Electric Co.,14328,Electric Utility,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,011,Colusa,39.3661,-122.27
764,2018,CA,Combie South,846,Pacific Gas & Electric Co,14328,Nevada Irrigation District,13402,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,057,Nevada,39.0096,-121.0591
765,2018,CA,Commerce Refuse To Energy,10090,Southern California Edison Co,17609,Los Angeles County Sanitation,11217,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,037,Los Angeles,33.9949,-118.1538
766,2018,CA,Community Solar 1,58545,Imperial Irrigation District,9216,NRG Solar Community 1 LLC,58518,IPP Non-CHP,Imperial Irrigation District,IID,WECC,AZNM,WECC Southwest,,06,025,Imperial,32.982778,-115.481944
767,2018,CA,Con Dios Solar 11,59264,Southern California Edison Co,17609,"Sustainable Power Group, LLC",58661,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,071,San Bernardino,34.26,-116.335278
768,2018,CA,Con Dios Solar 3,59263,Southern California Edison Co,17609,"Sustainable Power Group, LLC",58661,IPP Non-CHP,California Independent System Operator,CISO,WECC,CAMX,WECC California,CAISO,06,071,San Bernardino,34.259722,-116.340278
769,2018,CA,Control Gorge,393,Los Angeles Department of Water & Power,11208,Los Angeles Department of Water & Power,11208,Electric Utility,Los Angeles Department of Water and Power,LDWP,WECC,CAMX,WECC California,,06,027,Inyo,37.437921,-118.556988
