,CAISO
442,7097.050203520901
443,6973.806214387331
444,6810.482879194065
445,6629.123838273937
446,6033.9455492874295
447,4325.563423492833
448,974.9300929021371
449,5.0099182574621635
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,778.4374096013354
464,2951.4922243835795
465,4585.016251437021
466,5460.011754045172
467,5858.18945716606
468,6295.189486341234
469,6299.171263372444
470,6134.922960835077
471,4433.708724251084
472,1077.0706869420012
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,186.84027129002905
488,727.2226128055023
489,1682.6812456299622
490,2668.3475869863432
491,3021.889657211787
492,3112.5127828075497
493,2711.9809437546733
494,2412.1414664748663
495,1945.6001902596443
496,689.1832761356759
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,478.3121291488414
512,2983.1836147123754
513,3960.8656397021455
514,4223.586347955807
515,4110.275508136479
516,4345.921944928886
517,4704.906729489232
518,4386.031976723338
519,3161.673256197688
520,869.3849391447494
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,210.48204174700643
536,1049.268685723883
537,2216.3444843658667
538,3648.87897744997
539,4427.976684215009
540,3633.1713623942233
541,3851.5072116691035
542,3025.2866597368243
543,2147.2309781205804
544,741.3994306312467
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,184.19161219800148
560,864.1946081742711
561,1963.5520922994497
562,1885.9367588575244
563,1306.7178525745012
564,1709.8542113474855
565,2087.5049382440166
566,2484.8491079541704
567,1413.2941313305773
568,435.5726175248337
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,974.0804658957879
584,3370.649544169136
585,4783.480134930165
586,5774.117209311434
587,6397.7494622645445
588,6654.376893789497
589,6359.117375798422
590,4630.331506439467
591,3087.8074825421722
592,859.5639238712123
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,886.5689018881449
608,3503.9028291535137
609,5262.3731327147425
610,6049.5289775896945
611,6163.609534817948
612,6549.853707147894
613,6479.775650564824
614,5881.667586239549
615,3940.6683911131145
616,958.2766807173331
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,770.2718278712355
632,2721.9521343551046
633,3911.485843219544
634,4738.634282853423
635,5242.398558465413
636,5757.5381564299305
637,5812.789722142213
638,5138.395611242292
639,3745.731146082696
640,1049.7797485333715
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,10.649709397405058
655,1003.7351107054267
656,3371.964237953376
657,5169.10269876548
658,6175.500236820257
659,6629.444099884648
660,6388.494424768359
661,6236.736065855337
662,5083.905023586239
663,4136.080887217189
664,1279.2963413632826
665,26.624273493512643
666,26.624273493512643
667,31.949128192215174
668,34.61155554156644
669,9.318495722729425
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,574.9879314278231
680,2049.605856690752
681,3719.6550732535857
682,4784.028800250596
683,5137.743286157037
684,4974.614687633975
685,4976.229822272819
686,4898.703359608393
687,3850.480978999805
688,1458.4665788745062
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,1079.88270545911
704,4118.84465533519
705,5971.437362424964
706,6076.5586877351425
707,6092.941231939327
708,6761.895120276828
709,7071.798248139305
710,6491.583140907797
711,4043.757994399347
712,1186.3692427863039
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,810.0180870382745
728,3140.6536292208343
729,4415.169009631158
730,5428.913979727349
731,6105.2872314796305
732,6450.808025145857
733,5578.856965657975
734,4682.458680203144
735,3096.6486224803243
736,928.9945867440975
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,22.713072893124103
751,1539.5513321904552
752,3848.38456802194
753,5958.725297265688
754,6511.73924596784
755,6346.822586265591
756,6082.165910815276
757,6053.5276884717705
758,5064.027730258278
759,4046.877074609677
760,1408.2105193736943
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,10.593295721826022
775,998.4181217821027
776,3354.102257923165
777,5141.720910981307
778,6142.787356693865
779,6594.3265868367
780,6354.653271130386
781,6203.698807094366
782,5056.974545206698
783,4114.171225964182
784,1272.519648584351
785,26.48323930456506
786,26.48323930456506
787,31.77988716547807
788,34.42821109593458
789,9.269133756597771
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,9.719482634323445
799,1522.7189460440063
800,4796.56468003862
801,6614.107932657104
802,7344.68904400375
803,7320.390337417941
804,7322.010251190329
805,7752.907314645336
806,7626.554040399129
807,6223.708713511779
808,2651.7988453979133
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,1339.8900388544378
824,4257.582299072102
825,6081.1399617081415
826,6503.36872517154
827,6763.503474178402
828,6436.701025677318
829,6568.729214871757
830,5928.196415809635
831,4624.9082511873185
832,1711.1376203516675
833,14.379307734047627
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,1220.2253332594967
848,3597.441650524557
849,5411.477044746773
850,6052.7128676499415
851,6287.865603938006
852,6694.936727260202
853,6326.3990355146225
854,5584.383468487997
855,5297.852823431111
856,2706.2325407269323
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,1062.8439452206858
872,3949.779699310257
873,5965.796287361634
874,7167.342173840255
875,7299.592862016425
876,7210.888132142165
877,7160.89092075849
878,6556.085944343076
879,4756.186334530808
880,1590.233884654926
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,1647.4133249122622
896,5287.0243075139615
897,6726.772140926428
898,7237.490143945067
899,6688.021164043691
900,6825.140005321067
901,7361.6919929281985
902,6913.571721797058
903,5318.819980853644
904,2033.929478947769
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,1052.1608687065313
920,4253.32984376733
921,6558.063175219731
922,6847.847507141479
923,6941.282642200361
924,7237.837636082897
925,7333.981035926093
926,6788.265681886541
927,5648.086207689758
928,1765.7886393736385
929,5.416529568630792
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,1037.5377517466284
944,4194.216316906255
945,6466.91805882744
946,6752.6749170948515
947,6844.811474199766
948,7137.244894576228
949,7232.052076524762
950,6693.921170535197
951,5569.5881113708965
952,1741.2473980406737
953,5.341249687241331
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,1304.5860914151335
968,4379.797063391227
969,6660.000689177381
970,7634.0056325825
971,7661.419679002843
972,7600.141222298548
973,7456.620626333223
974,7145.390569914039
975,5408.630099637032
976,2067.341618287023
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,27.04064315462657
991,1767.1855614582425
992,5026.378374624704
993,7178.495444519394
994,7852.920897317141
995,7837.014636637948
996,7452.0831282015
997,7431.40498931855
998,7086.239132580081
999,5605.366263347297
1000,2514.779813380271
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,25.817747880132348
1015,1410.2944779522295
1016,3762.9367535292895
1017,5760.58499575453
1018,6778.7724277772495
1019,7206.378877041941
1020,7396.784767657918
1021,7241.878280377123
1022,6806.20378489989
1023,5549.202184985947
1024,2518.844027555412
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,1219.241438739269
1040,3594.5409542102657
1041,5407.113651801599
1042,6047.83243215932
1043,6282.795559624863
1044,6689.53845254841
1045,6321.297920848208
1046,5579.88065729097
1047,5293.581048194299
1048,2704.050445916483
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,1236.8635062273977
1064,3646.493948318992
1065,5485.264310613326
1066,6135.243594452662
1067,6373.602715490817
1068,6786.224387203925
1069,6412.661563055893
1070,5660.528370200204
1071,5370.090785741949
1072,2743.1329097626253
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,25.606426502426956
1087,1398.7510476950727
1088,3732.1366627287284
1089,5713.433913354014
1090,6723.287358543476
1091,7147.393797489923
1092,7336.241192945322
1093,7182.60263393076
1094,6750.494186702305
1095,5503.781296365393
1096,2498.22698564303
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,22.447715799763838
1111,1521.5647361666006
1112,3803.423846594768
1113,5889.109440685868
1114,6435.662521027944
1115,6272.67258456879
1116,6011.107896119368
1117,5982.804254458795
1118,5004.864635703867
1119,3999.5973629318346
1120,1391.7583795853577
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,129.62293458472953
1135,2243.473867812627
1136,5288.615731056965
1137,5869.924737694638
1138,6411.349764460085
1139,6884.97202544275
1140,7153.191790083459
1141,6857.0532395321925
1142,5914.794215050889
1143,5616.661465506011
1144,3035.1708682762824
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,27.340629845642148
1159,1786.7905740299075
1160,5082.140606601717
1161,7258.133087846059
1162,7940.040561643253
1163,7923.957838204639
1164,7534.755930990204
1165,7513.848390520006
1166,7164.853291902104
1167,5667.551739767231
1168,2542.67857564472
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,9.681776133803853
1183,1705.6062289051122
1184,4924.796793394892
1185,7161.287080303583
1186,7830.943262891683
1187,7847.079556448023
1188,7764.78445931069
1189,7787.375270289565
1190,7540.489978877567
1191,6338.336108930256
1192,3009.418748257364
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,163.684564285121
1207,2379.84518465524
1208,5237.906057123872
1209,6184.70892896918
1210,7139.535553965719
1211,8001.286642407974
1212,7425.181166149558
1213,7377.03864724217
1214,6741.55739766464
1215,4788.575880654912
1216,2338.1216682688364
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,48.48487483361007
1231,1695.354456681899
1232,4748.28540870488
1233,6479.19544026476
1234,7513.5394367151075
1235,8074.347822290531
1236,8093.741772223974
1237,7875.55983547273
1238,6993.135113501026
1239,5221.821019579806
1240,2025.0516055504474
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,164.10670901095796
1255,2385.9828378750067
1256,5251.414688350655
1257,6200.659377727766
1258,7157.94851362502
1259,8021.922069888592
1260,7444.330809742181
1261,7396.064130621312
1262,6758.943966225827
1263,4800.925683222535
1264,2344.1517159702526
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,249.8496136176183
1279,2217.0865713647604
1280,4818.152548920808
1281,6786.704504634359
1282,7538.883341420031
1283,7725.613052650039
1284,7658.548156363205
1285,8091.182487311608
1286,7675.643129926517
1287,5963.515777662627
1288,3358.5048062073533
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,153.04550336476217
1303,2573.077525320064
1304,5704.133448324157
1305,7704.884560019746
1306,8176.774862061096
1307,8097.063662391949
1308,8003.004446782356
1309,8195.905549981691
1310,7944.018159027187
1311,6655.885172373772
1312,3583.815537124847
1313,11.159567953680575
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,25.799686969447997
1327,1409.307900706097
1328,3760.3043757970454
1329,5756.555155058084
1330,6774.030309915689
1331,7201.3376253471715
1332,7391.610316746851
1333,7236.812194930162
1334,6801.442477320727
1335,5545.320217995729
1336,2517.08195995677
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,107.07182054603338
1351,2400.5237791555137
1352,5586.240908981938
1353,7303.355660701658
1354,7267.665053852981
1355,7290.136917424371
1356,7436.864967802269
1357,8114.986497927146
1358,7678.767969776641
1359,6526.093555997121
1360,3553.198192935033
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,644.7627131272429
1375,4539.532477111495
1376,7783.494877532935
1377,8824.182194189876
1378,9003.506823778389
1379,8725.452903742265
1380,8332.550625430353
1381,8162.292971495191
1382,7938.640905379178
1383,6833.4773174095135
1384,4292.709250992472
1385,10.07441739261317
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.0
1399,407.70119738833756
1400,3410.886001772509
1401,7150.822182539542
1402,8775.20648079544
1403,9022.395395747424
1404,9007.949290328152
1405,9027.210764220514
1406,9096.231045668146
1407,8701.370830874717
1408,7389.98548336971
1409,4593.861523328434
1410,72.23052709635901
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,121.35019091908431
1423,2375.561889622509
1424,5107.260209116244
1425,6328.676261193114
1426,7567.2396228563775
1427,8410.095840218279
1428,8378.439268674168
1429,8418.009983104304
1430,7426.104074722224
1431,6026.6198077097415
1432,3519.1555366534453
1433,9.23316670036511
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,636.3142539363148
1447,4480.050044120366
1448,7681.50613423745
1449,8708.557109731533
1450,8885.53201160757
1451,8611.121489597535
1452,8223.367491105093
1453,8055.340758425035
1454,7834.619251590876
1455,6743.936850703161
1456,4236.460993785371
1457,9.942410217754919
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,567.7153678500442
1471,3625.4797056441084
1472,6564.764314495555
1473,7585.664645551112
1474,8212.619877872467
1475,8302.46700565395
1476,8127.709405463588
1477,8087.228831408195
1478,7812.750792691129
1479,6978.456034720196
1480,4244.536289369287
1481,4.9366553726090805
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,619.4952155963591
1495,3988.6566953333377
1496,6551.94939884963
1497,8082.312579750805
1498,7911.688897489095
1499,7099.257671950651
1500,6414.1379631767095
1501,6538.824500214114
1502,6599.199033937487
1503,5984.953777795335
1504,4241.967238998798
1505,790.1188978580682
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,21.59576145674821
1519,573.6374136948743
1520,1194.5155555763854
1521,1896.3778029207022
1522,2386.3316409706767
1523,2614.43687135758
1524,2528.053825530587
1525,3045.0023654014976
1526,2289.15071441531
1527,1429.369461418522
1528,695.1135718890829
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,607.6784210598424
1543,3281.463473723149
1544,5897.469266679126
1545,7031.138189902242
1546,7526.2466739460815
1547,7548.162944869551
1548,7336.969788697934
1549,7025.161025104932
1550,5945.286585057606
1551,4385.246572959715
1552,2452.6299551628395
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,182.99630557747054
1567,2160.913821180769
1568,4755.3082527365395
1569,6341.276234407951
1570,7544.379605119405
1571,7688.440526531456
1572,7960.988215689392
1573,7796.1617560557825
1574,7005.773457497772
1575,5467.825782963712
1576,2452.9292024214137
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,441.4813221101374
1591,3144.401297178471
1592,5388.707839129409
1593,6983.312017497368
1594,8575.280486479594
1595,8709.701665151935
1596,8580.551905251059
1597,8678.07315252315
1598,8099.534942354939
1599,6701.291113224027
1600,4213.181453092864
1601,76.43557218623275
1602,27.674948550187718
1603,30.310657935919885
1604,11.860692235794737
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,539.7820439202114
1616,3486.9599691819003
1617,6225.913367115318
1618,7912.532038474316
1619,8596.469524391023
1620,8469.933080860766
1621,8175.215288334598
1622,7838.852590342775
1623,7276.6463665564415
1624,5615.655329330153
1625,3696.786223643466
1626,538.180316786917
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,120.75862592232353
1639,1990.5268009174213
1640,4700.297285899671
1641,6007.409885168778
1642,5953.0021526103665
1643,5554.896792426883
1644,5886.651259246453
1645,6130.822546825657
1646,5974.234438486819
1647,5347.882005131471
1648,3133.089184644021
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,336.316429181973
1663,3004.6012505907
1664,5819.451986662389
1665,7374.097581480226
1666,7499.7255083341915
1667,6782.599425876132
1668,6730.254456353646
1669,5784.11913223471
1670,4627.2953057877685
1671,3418.1265098183403
1672,1550.7197221036495
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
