,CAISO
439,1082.8256730739213
440,4130.069602609382
441,5987.711117604717
442,6093.11892648802
443,6109.546117482821
444,6780.323083103834
445,7091.07077942214
446,6509.274431689628
447,4054.7783105498797
448,1189.6024145401234
449,0.0
450,0.0
451,0.0
452,0.0
453,0.0
454,0.0
455,0.0
456,0.0
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,905.9772178150744
464,3606.0491053177066
465,5594.977585288075
466,6393.796207447604
467,6570.770251787824
468,6634.091240129737
469,6619.478704358527
470,5892.099145969362
471,4015.200106911611
472,948.1912100430169
473,0.0
474,0.0
475,0.0
476,0.0
477,0.0
478,0.0
479,0.0
480,0.0
481,0.0
482,0.0
483,0.0
484,0.0
485,0.0
486,0.0
487,909.7401056109712
488,3430.2745200815116
489,4739.452485682962
490,5419.312026972882
491,6001.350051530439
492,5745.383749414089
493,5354.09768248464
494,4970.9634086162205
495,3298.2154724928214
496,921.1526158964134
497,0.0
498,0.0
499,0.0
500,0.0
501,0.0
502,0.0
503,0.0
504,0.0
505,0.0
506,0.0
507,0.0
508,0.0
509,0.0
510,0.0
511,1106.636466489457
512,3860.7767273745594
513,5601.911329916027
514,5704.506789905598
515,5190.533417530658
516,4795.092663978619
517,4396.663693145332
518,3128.663493468393
519,1738.1463852602185
520,325.71568365621283
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,767.9341141197291
536,2911.6683482928343
537,4523.151572423878
538,5386.340941108329
539,5779.146114571107
540,6210.249792446504
541,6214.177844181133
542,6052.145710127737
543,4373.885606508022
544,1062.5379942168117
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,971.8545695999132
560,3362.9471863067824
561,4772.549281590509
562,5760.922625744529
563,6383.129800615862
564,6639.170806204507
565,6344.585993322946
566,4619.750616965027
567,3080.751454340802
568,857.5997122673456
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,201.59952291926643
584,1304.7969122274742
585,3483.1917571051026
586,4444.989481032437
587,4822.9885865060605
588,4919.588357904876
589,4395.98959698956
590,3851.390885770152
591,2715.993572662339
592,820.3980585464591
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,6.462990492079058
601,6.462990492079058
602,6.462990492079058
603,6.462990492079058
604,4.8472428690592935
605,4.8472428690592935
606,4.8472428690592935
607,295.6818150126169
608,1433.1681416185309
609,2539.9552633870694
610,3376.912532111307
611,4427.148487074154
612,4273.652462887277
613,3491.6306133457106
614,3569.1864992506594
615,2493.0985823194965
616,862.8092306925541
617,6.462990492079058
618,4.8472428690592935
619,6.462990492079058
620,6.462990492079058
621,6.462990492079058
622,6.462990492079058
623,6.462990492079058
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,1070.1442818659361
632,4081.7007564975092
633,5917.586711607592
634,6021.760048780382
635,6037.994854573544
636,6700.916091127664
637,7008.0245007149815
638,6433.041795540489
639,4007.2912299455156
640,1175.67051952149
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,1659.4047494505403
656,5325.508245974865
657,6775.735919047141
658,7290.171408321917
659,6736.702876086602
660,6874.819797331581
661,7415.277315246715
662,6963.895203062039
663,5357.535358147613
664,2048.7343318005164
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,17.573871987087315
679,1425.5511453054949
680,3675.006759652671
681,4785.261966366305
682,5431.360201185692
683,5185.3259933664685
684,4758.384279797819
685,4090.5771442885
686,2672.2622992129836
687,1682.9566820575383
688,720.52875147058
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,1080.1150537988328
704,4119.730868914132
705,5972.722181183431
706,6077.866124473582
707,6094.252193557762
708,6763.350014495093
709,7073.319821337489
710,6492.979874606131
711,4044.628052278309
712,1186.6245028459996
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,19.620135428051807
727,1391.067601848873
728,4057.4440065211134
729,4457.69476925337
730,4523.422222937344
731,4765.730895473784
732,5019.811649267055
733,4880.508687727886
734,4315.448787399994
735,3037.196964262419
736,1124.2337600273684
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,1015.1263872608348
752,4457.847244861253
753,6614.650627982463
754,7254.207467141435
755,7635.220052172311
756,7168.479635509487
757,7299.112521805788
758,6507.150648634467
759,4648.353537376691
760,1386.613657665939
761,1.3607592322531294
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,1.6016516481952592
775,1065.0983460498474
776,3919.2415831337994
777,6235.229866424143
778,6899.915300425177
779,7140.163047654465
780,6441.842929041332
781,6472.274310357043
782,6646.854340010326
783,5222.98602476474
784,1883.542338277625
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,5.422270787575974
799,1279.6559058679297
800,4831.243271730193
801,6791.394161438907
802,7481.37811915795
803,7500.356066914465
804,7610.157050362879
805,7721.3136015081855
806,7379.7105418909
807,5443.9598707262785
808,1703.9485949957495
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,6.604367197004049
823,1557.3097850535548
824,4888.5525992223975
825,7012.5170897789
826,8009.776536526511
827,7894.860547298642
828,7812.966394055791
829,8078.461955375354
830,7707.296518903727
831,5662.5844347112725
832,1882.2446511461542
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,1033.775641251982
848,4539.743968822378
849,6736.170766924779
850,7387.477136078173
851,7775.489441105727
852,7300.174367446973
853,7433.207157742134
854,6626.695866577719
855,4733.750121336154
856,1412.087638653847
857,1.3857582322412627
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,23.186847468620964
871,1571.6650088513077
872,3928.6584602267776
873,6083.019027202561
874,6647.568356873331
875,6479.211681775084
876,6209.0345025755005
877,6179.7989122889785
878,5169.658861699491
879,4131.291344626466
880,1437.5845430544998
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,6.451875613326033
895,1140.3690146553763
896,3792.089891732376
897,5382.477230417242
898,5493.772084747117
899,5574.420529913692
900,5485.70724023046
901,5129.241112594196
902,4250.173060278524
903,3379.1698524795092
904,1472.640608741667
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,1129.1944446560715
920,4154.794878635248
921,6331.497361312697
922,7228.446140046598
923,7135.5478736777295
924,6666.251459090171
925,6743.132782981648
926,6044.794090967396
927,4238.082979517681
928,1361.4401105782424
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,5.284947389612959
943,1490.3551638708543
944,5349.687995135718
945,7462.3457141334975
946,8253.766585728039
947,8280.191322676103
948,8166.564953799425
949,8309.258533318975
950,7887.783978997341
951,6480.666736512891
952,2528.8473259298007
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,49.64005934421866
967,1830.1506089802724
968,5182.160932066196
969,7353.2603697001805
970,8095.248625161133
971,7410.738333151381
972,6977.04097256505
973,6446.676127992608
974,5899.32915785504
975,4300.3967200307325
976,2094.0267139153293
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,9.764993387769186
991,1529.848964083839
992,4819.024236864093
993,6645.078000376931
994,7379.0800033575815
995,7354.667519888159
996,7356.29501878612
997,7789.209725643888
998,7662.264811602887
999,6252.850765968203
1000,2664.2156959630265
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,1305.6841403429198
1016,4383.483467455339
1017,6665.606303604768
1018,7640.431051153748
1019,7667.868171531782
1020,7606.538137745588
1021,7462.896742825291
1022,7151.404729121727
1023,5413.182455760387
1024,2069.0816661552817
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,1.3230317186361726
1039,891.7233783607803
1040,3056.2032700495583
1041,5159.823702681074
1042,6130.928984160023
1043,6375.6898521077155
1044,6718.355067234484
1045,7120.556709699881
1046,6056.839207916398
1047,5895.429338242785
1048,3430.621246423595
1049,15.87638062363407
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,6.459248906631244
1063,1579.286357671339
1064,4912.258793493061
1065,7097.09973616108
1066,7877.054041636802
1067,7718.802443424337
1068,7797.928242530568
1069,7881.898478316776
1070,7557.321220758555
1071,6154.049395792918
1072,2754.8696586782257
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,1230.1163617574916
1088,3626.602164501236
1089,5455.341954126139
1090,6101.775572571979
1091,6338.834434190021
1092,6749.205236654869
1093,6377.6802140349955
1094,5629.649940609995
1095,5340.796705865319
1096,2728.168999881595
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,283.75610576433706
1111,3217.2071577694496
1112,6043.026583450158
1113,6806.232661023202
1114,6832.651332939194
1115,6953.981529886702
1116,6635.9789975646
1117,5643.811096719642
1118,4966.710320206121
1119,3913.877320887408
1120,2193.728238357392
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,90.02515444246679
1135,1670.789425459115
1136,3923.3543113475043
1137,5223.394982489794
1138,5211.7788335294745
1139,4759.717036490421
1140,4794.565483371377
1141,4417.040642161031
1142,3411.2757446801397
1143,2450.0394182138007
1144,938.0040285457023
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,76.65174495236998
1159,2255.94014885682
1160,6073.989996570559
1161,8006.142602094091
1162,8505.70052609402
1163,8475.304144474976
1164,8559.885380284488
1165,8571.7796165702
1166,8205.701455332157
1167,6970.022463427574
1168,3560.3413948566326
1169,23.788472571425164
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,27.175690141194085
1183,1776.011279227449
1184,5051.481226245489
1185,7214.346447482878
1186,7892.140131004424
1187,7876.154430921369
1188,7489.300488911429
1189,7468.519078803457
1190,7121.629387001156
1191,5633.360709268704
1192,2527.33918313105
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,158.73369115682985
1207,2006.6334542467173
1208,4560.349064178608
1209,6026.888638451459
1210,6381.294049524883
1211,6782.620740374226
1212,6973.300834782746
1213,6964.315908868209
1214,6187.618979811518
1215,4775.98728612751
1216,2108.462614611476
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,229.3878407656874
1231,2772.5145083021607
1232,5363.306181712024
1233,6191.485658762168
1234,6478.468714958201
1235,6434.775792907595
1236,6613.519564932805
1237,6782.33312740106
1238,6450.664128198724
1239,5918.404895945873
1240,3801.28421840282
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,80.42138415785405
1255,2363.9915516030924
1256,5575.882634944548
1257,6809.010525364976
1258,7745.274294017524
1259,7762.152856124729
1260,7733.360014883027
1261,7707.54574342495
1262,7064.174670162119
1263,5529.218375001103
1264,2671.7770959109293
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,157.31894744244553
1279,2395.1007100421293
1280,5535.058477362776
1281,7731.10256002875
1282,8344.325395977876
1283,8389.273666675716
1284,8381.247189765387
1285,7960.659799664156
1286,7469.43941275203
1287,6016.647091982507
1288,3202.564287221212
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,338.4792426372685
1303,3023.923506206881
1304,5856.876233493903
1305,7421.519580782133
1306,7547.955406825625
1307,6826.217566494017
1308,6773.535972309229
1309,5821.31615741917
1310,4657.052925935336
1311,3440.1081002667133
1312,1560.69222772437
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,154.53177635543466
1327,2598.065489975745
1328,5759.5280812473475
1329,7779.709115893913
1330,8256.182092989839
1331,8175.696792804715
1332,8080.724138586272
1333,8275.498565034266
1334,8021.16501644928
1335,6720.522565457705
1336,3618.6190963230947
1337,11.267942025917112
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,106.05388973813626
1351,2377.7020217834006
1352,5533.132568313134
1353,7233.922725965466
1354,7198.571429386087
1355,7220.829653158289
1356,7366.162761317958
1357,8037.837396326154
1358,7605.765993689303
1359,6464.050044903442
1360,3519.4179705692623
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,22.546155622986216
1375,1858.0684722237463
1376,5229.3818600843915
1377,7038.379287716932
1378,7228.0322438397
1379,8306.268980397805
1380,8262.502913600243
1381,8357.99251388583
1382,8228.020557941558
1383,7006.549420955069
1384,3789.0803891100954
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,184.62928185509372
1399,2180.1968389271706
1400,4797.742473170662
1401,6397.862915914809
1402,7611.702237047232
1403,7757.048692975711
1404,8032.02847446202
1405,7865.7311780393475
1406,7068.28981172905
1407,5516.61818762773
1408,2474.8180333767887
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,14.434578496712914
1423,811.5440799263038
1424,2410.5746089510567
1425,3793.086460525116
1426,5135.502260719416
1427,5472.309092309385
1428,5400.13619982582
1429,5276.640361576166
1430,4577.365225513184
1431,3708.0828316000284
1432,1969.5180437737176
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,67.83034279563809
1447,1779.7389943045994
1448,4263.621547154394
1449,5780.114211085446
1450,6367.977181980976
1451,6377.667230951782
1452,5667.063639759383
1453,5368.287129826214
1454,5266.541615632758
1455,4387.977175613064
1456,2294.9265979190886
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,601.9917156286803
1471,3250.7552643948734
1472,5842.280256593093
1473,6965.340211323321
1474,7455.815428810951
1475,7477.526605440181
1476,7268.309812467591
1477,6959.41898133353
1478,5889.650096511416
1479,4344.209069176149
1480,2429.6780391439524
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,327.61061997339004
1495,3537.8011694423735
1496,6728.315405399443
1497,8036.79025394181
1498,8367.35232094199
1499,8398.834422561053
1500,8367.35232094199
1501,8295.533776623497
1502,7976.777497730469
1503,7058.877472399619
1504,3981.5020391360636
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,122.25479790777578
1519,2015.1889765017986
1520,4758.532903179581
1521,6081.840331082429
1522,6026.758499058045
1523,5623.7207037576845
1524,5959.5855331746525
1525,6206.782047625539
1526,6048.253848140731
1527,5414.141050201498
1528,3171.907449013831
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,66.42666344158843
1543,1305.8509935102502
1544,3397.480810658803
1545,4956.077157751683
1546,6244.106363509311
1547,5852.027032951644
1548,4985.240083165063
1549,4802.161718069953
1550,5424.304126888733
1551,4727.634242013537
1552,2981.0990422566515
1553,21.062112798552427
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,584.624885716273
1568,3704.592710161703
1569,6360.99433734726
1570,7362.9272222953505
1571,7609.965684104752
1572,7858.972579872793
1573,8000.699824894921
1574,8026.28946635725
1575,7644.413278380964
1576,6569.648336963169
1577,4516.571718100971
1578,902.5269700367379
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,230.60749569351424
1591,2544.689657340237
1592,5859.672407934505
1593,7547.591161135643
1594,7882.292318079703
1595,7978.378774618667
1596,7592.431507520493
1597,6961.4637762479615
1598,6367.3291866487
1599,5198.277298757967
1600,3688.118490153912
1601,3.2028818846321427
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,532.0010418459589
1616,3436.695157562767
1617,6136.166319451757
1618,7798.472245457082
1619,8472.550716876147
1620,8347.838306473088
1621,8057.368894901406
1622,7725.854892564162
1623,7171.752917229054
1624,5534.705200925613
1625,3643.4967494969524
1626,530.422403739591
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,470.05355668198916
1640,2512.7947758898204
1641,4917.2382234597235
1642,6569.595980338445
1643,7702.504722036392
1644,8183.712091927784
1645,7771.021003179868
1646,7280.253221966132
1647,7173.495295533272
1648,5578.500006588624
1649,2291.311913588815
1650,345.76820949149715
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,342.8044489596299
1663,3062.5642599661874
1664,5931.717449507682
1665,7516.354357538968
1666,7644.405824854627
1667,6913.445365594404
1668,6860.090587546212
1669,5895.702974325152
1670,4716.562379460122
1671,3484.0670065469008
1672,1580.635299677671
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
