,ORO_fnf,SHA_fnf,FOL_fnf,YRS_fnf,MHB_fnf,PAR_fnf,NHG_fnf,NML_fnf,DNP_fnf,EXC_fnf,MIL_fnf,PFT_fnf,KWH_fnf,SUC_fnf,ISB_fnf,ORO_otf,SHA_otf,FOL_otf,YRS_otf,MHB_otf,PAR_otf,NHG_otf,NML_otf,DNP_otf,EXC_otf,MIL_otf,PFT_otf,KWH_otf,SUC_otf,ISB_otf
10,16052.905024314137,32245.28183025371,8523.293714717678,74404.39314140975,2381.212920766397,5252.660274828638,1322.8042559992855,2763.9213024210744,4340.290653138498,2345.885067490414,4345.727809906505,3175.4862756707817,1286.388426380718,649.6785875513567,1223.3201893298822,8160.03505292968,11277.410148846015,5130.024085666054,17042.887689031104,11426.183639695357,1246.8026581440367,8851.658962145018,7803.307546626186,11707.13324664874,7285.121755305687,7185.719991813399,5181.421825484442,664.4241689037152,362.0161578632514,610.2009078098102
11,15365.04698473474,29991.9554108875,8089.760393321094,48386.42921103044,2464.6022748885866,5252.660274828638,1254.53313599684,2344.6554571405927,5421.744149008765,2293.3467583516044,4123.579692348621,3152.538647615553,1269.5931720199005,751.8806429655486,1551.9855468631772,7810.718483883033,10489.776305141218,4869.155259810917,17042.887689031104,5052.577302384727,1250.281028858016,3100.340043122401,4570.28500857919,6850.175610200016,5064.093609906081,5184.68977473511,3653.446427914904,655.7436937121033,418.95738319855445,774.1360885610126
12,13329.59284874665,24851.824687952376,7634.049624790359,28132.22737905104,2411.5698955619855,5252.660274828638,819.0482162217222,3207.370465262771,3150.493497137952,2085.919566138476,3927.380670155313,3204.8202719111914,1494.777638112735,1094.4264757535184,1323.4059040791308,6776.076074611535,8691.80965152819,4594.693326002622,17042.887689031104,3178.0156570718336,1112.62772856592,2338.311794162558,3112.673389645136,4749.430116337333,3222.680498422547,3611.78384642424,2468.927447144182,772.0718697262466,609.8173885151342,660.1438564345858
13,12904.18798150153,22711.675458815935,6950.841172754487,24484.938760802335,2172.1855760668436,5252.660274828638,611.5737875088798,3142.771192325276,3126.365714375566,1976.010414708939,4099.957067602939,2732.499635029169,1152.7651856742746,653.189177690101,1126.9044351486232,6559.566338291956,7943.148126908995,4183.5575198784245,17042.887689031104,2250.7316365837505,991.9153819363518,1667.2681017839614,2474.9123820360223,3693.6511955919977,2364.79341612634,2690.1700628664653,1913.6086536234282,595.4217474653091,363.9602220807652,562.1333678680872
14,13490.381468061332,17421.42776828439,6280.581488238877,22711.020159965552,2035.0252300926134,5252.660274828638,606.1148342261192,2651.1541613548006,3601.253361950871,2251.8984932409167,4496.232563021043,3528.1436917270735,1532.9486707509561,954.5294587245601,1419.142035932984,6857.250591609041,6092.863591162145,3780.146758711213,4705.265550976393,1770.320796896002,983.4126979688474,1390.3170207673095,2200.3612268838233,3587.8264073905257,1897.3833251591495,2259.1960648446416,1584.9400235757082,791.7868472800769,531.8701106252701,707.8852383444735
15,11942.340366408329,19598.516774787495,6363.2819040036375,14567.054158200359,1949.198454636472,5252.660274828638,507.8263119620776,2320.538395243928,3313.967488292425,1752.7226008689997,3765.1242577607254,2965.49383025973,1293.2345857829278,787.2937209901312,1173.888992049923,6070.789287584018,6854.215681870139,3829.913875261025,4705.265550976393,1458.8881616025342,982.8973837889988,1205.132598537474,1822.6856155731534,3200.114351501948,1646.7280913559916,1933.705835942944,1349.0259158733882,667.9552096596252,438.69356007659235,585.5352066522679
16,0.0,17713.01622366802,5853.486780526399,7988.527121044031,1826.8103591710442,5252.660274828638,472.32943403695845,2917.9657225027936,3189.164053072189,2148.1848971343525,3942.3535964461375,2847.4001405981544,1172.6141226461496,660.7369464884013,1151.0083736939382,0.0,6195.0431168319565,3523.066176056136,4705.265550976393,1235.1694033992278,0.0,951.992184668159,1681.6071838653963,2749.2309417553715,1678.3453814051343,1455.2663681524186,1241.4836067768917,605.671574103992,368.1669738673568,574.1604452920128
17,0.0,20867.83040132269,5188.878768022393,7724.796697829926,1747.2617901811434,5252.660274828638,450.49362090591575,1958.0536544838913,3208.9951073974385,1863.9947744695908,5229.726991993045,2822.82885961449,1130.650613216776,618.9170414606103,1120.7425260468137,0.0,7298.221745738238,3123.072261696821,4705.265550976393,1226.301272443421,982.8973837889988,880.7339837162748,2010.7404806719705,2059.8799280246258,1637.8032983224268,1521.3885281960604,1239.4697058574816,583.9458650086019,344.870527365321,559.0348665656522
18,0.0,19296.710934174786,5392.768201352471,13260.188876686885,1683.3718067305733,5252.660274828638,431.38044362266606,2126.07801978593,3229.619403895698,1855.0112192512802,4803.505643993293,2492.3613669134893,1082.530485619948,588.155495369864,1068.8646883881945,0.0,6748.679296783292,3245.7816296674036,4705.265550976393,2785.318694474246,0.0,1665.7038973728222,2156.814818787983,3046.0171136542704,1966.4985828376907,2369.577771745778,2307.2399733286898,559.1304952517904,327.72489686739056,533.1460727887277
19,0.0,19956.12525780515,6201.100379316169,16411.693766379467,1917.2903935374588,5252.660274828638,1687.28173833699,3214.393565705207,4723.162208644647,4060.5669586763606,5944.251737457152,3394.246446895387,1333.720506852112,717.6085067360578,1217.747286245157,0.0,6979.5657249795,3732.310903400646,4705.265550976393,3800.880927658769,998.9365376367908,4029.390563093856,3042.65613416227,3993.9279679062297,4314.549363970831,3065.9309440841707,2408.337799483074,688.8472007987589,399.87230621284306,607.4285645392104
20,12909.956183091295,29580.902143594678,7508.854358710488,15270.58084582458,2395.9851712751993,5252.660274828638,2341.1931973584083,3303.838712849431,6044.571461850431,3752.895681337532,6616.124521574887,3219.108417681428,1191.7242654379297,697.9053195823559,1116.4382513065789,6562.560480312355,10345.676974068407,4519.374137672011,4705.265550976393,3185.674497442758,1084.0922058567958,3791.1969913754237,3327.795628269279,3820.249313094482,2914.2562554486367,3462.0405304466194,2070.8655454162185,615.5290628809072,388.86825625955237,556.8740696047437
21,25556.738168649594,32723.92703060042,25014.014162758405,15213.120027358937,6748.259477431095,5252.660274828638,6937.248777001992,6054.575138024802,9282.255494505062,11460.53823643505,6689.4978257092025,4425.266056452226,1426.8578264893713,768.1610047339751,1412.9801268311744,12991.91490896159,11444.434373498592,15054.924152710471,3023.306392916752,3543.0601749617695,1749.0407406791194,3499.994270168395,3227.728368569591,3664.4493433368852,4484.258800492815,3205.1214304790687,2730.5619465886816,736.9576310980314,428.01736893433133,704.8275067960178
22,20609.784280227956,27777.92662701774,33260.44748905946,14928.762643669985,12536.470394295126,5252.660274828638,11236.00346733633,5339.61026185197,16759.885045412433,8247.523245941366,11427.742986187908,8237.873741241281,3210.9965184724906,2526.7911347379045,2216.157793358983,10476.835611825729,9715.242400624858,20018.26553757387,3023.306392916752,4512.6693659207485,2495.0868445551387,4250.986188005203,3259.269688132161,5083.676390254451,4228.207180204245,5852.590381236543,3807.9413984467888,1658.4611839250765,1407.9457955343362,1105.471879151667
23,15597.217098722753,27550.000341138355,16059.33333120551,12426.270331775244,5400.143895997791,5252.660274828638,4095.3778969803598,4455.892208067037,10187.873642024784,4588.800005513021,6991.939006165291,4825.44238154741,2245.24476625283,1452.1117285148225,1834.3459698225781,7928.48807001876,9635.824019294958,9665.962502428525,3023.306392916752,2503.8764656858702,1618.85949599483,2692.0826918151433,3351.8058053358213,3178.7450660324635,2623.1281230048917,3013.612063241558,2251.828928031779,1159.6526349200806,809.1186037832941,914.9955885598698
24,35584.03560725616,34480.531337291555,24921.01196509907,9299.812465516403,7994.003362838399,5252.660274828638,7319.649138538735,8560.89441667051,18963.776216091814,11023.751586165468,12311.801821367242,12028.56211149645,5598.089767303484,2389.1760012991303,2857.449421498803,18088.609992575526,12059.31276915587,14999.214693886053,3023.306392916752,1740.33039039091,2838.092845516959,1990.9715146446545,2576.4709570814584,2818.8726768710626,1862.8602885409393,2307.463015341145,1790.8182375656843,2891.48099899573,1331.2914819696593,1425.351368874108
25,58758.50651933309,99815.99416097255,50017.297302709965,7682.069422560601,14612.710203307297,5252.660274828638,14425.181437791243,12361.981891977275,27510.960630274298,12660.617302494878,14322.111048461946,12870.696763711903,6821.040400086746,3280.427072772825,3739.7351269366104,29869.56079550874,34870.4006272217,30104.648755930662,3023.306392916752,1405.9212339846704,4775.416504658314,1657.013872866495,2097.8332968636514,2418.475268253587,1641.4008893127009,2096.050210029892,1528.7809579373022,3523.1449564418363,1827.882137436247,1865.4200933278455
26,39429.98401723153,71425.81037292018,30162.758905483195,7506.003581364594,10455.060297604874,5252.660274828638,5658.430823769814,6925.704615544992,14852.798654467615,5736.526629093728,14322.111048461946,7386.538389098022,3791.935008753545,2083.2280707075693,2695.6086912659757,20044.11741434333,24979.946539951496,18153.85564891671,3023.306392916752,1195.1015753534466,3085.9589660242054,1376.0653805769325,1924.7661509896013,1993.728793324269,1409.21790155576,1980.3698249838442,1301.6704742541176,1958.5506059446984,1160.8049002342455,1344.5864862408994
27,36124.08348109785,69545.02553806029,19629.902319803456,7265.994162696561,6678.829900039725,5252.660274828638,3277.629431540247,5464.10465554382,10470.1356485875,4194.700731418721,7216.831165991613,5767.215201804553,2832.339874701339,1537.462951263042,2176.603773903983,18363.40569355889,24322.493341931797,11814.862027482373,3023.306392916752,1056.1943968365827,2306.868340365385,1118.1454532291375,1860.7141568897264,2265.229396360868,1287.7300211918778,2099.3006596481987,1188.9495627934239,1462.8807598338444,856.6812200312563,1085.7393182256335
28,30422.216209615806,56434.54838373601,15889.067769336885,7267.614852448154,5169.327481797754,5252.660274828638,2489.9804578847798,4859.654227842519,7051.261882914507,3482.5836025962303,6759.888475203914,4983.965029127041,2400.243785236677,1288.9570518166838,1830.6307010994283,15465.076217811853,19737.514625978718,9563.457098191597,3691.4875614285293,955.5008008020135,1955.810555343428,1049.320459139025,1811.7244477819058,1740.3622851283076,1236.5335340225881,2019.7314340603282,1096.2525804742927,1239.6895587207052,718.1955053442285,913.1609496307964
29,26112.64859686313,51362.009593854775,13229.204916279949,7189.821744371592,4263.345358092906,5252.660274828638,1887.9906221918748,4352.467115702493,6729.337767701291,3029.68850848692,5879.647437963276,4388.787987326698,2079.5578581302807,1121.7213140822548,1749.0760218107696,13274.029623772596,17963.291612144734,7961.995855185688,3691.4875614285293,886.0875212297443,1646.8797045241056,740.6768587477973,1804.1933052858788,2081.5897598760944,1219.3066079345433,1796.1628377107493,1172.8958954644124,1074.073938821986,625.0558966334133,872.4727351593465
30,23465.765092360023,48007.56342787815,11877.81144413779,7140.538042379905,3682.500468086797,5252.660274828638,1578.1026726817765,3990.71118725252,5512.900895390494,2767.678473878401,5521.192003375381,4137.608879297654,1884.9102181480234,1010.8305480746709,1641.5597696152208,11928.661809272939,16790.028308580313,7149.083432019795,3691.4875614285293,831.9113030269979,1566.7483495576262,377.4599044568339,1724.6316315902252,2112.9200270186057,1144.310672675746,1726.3449609777997,1121.5126520063216,973.5373617439955,563.2706728083907,818.8605086764239
31,13143.56834747675,66453.08757719993,4250.200433031537,2006.7085833386152,577.2330747567067,2155.7733417898553,504.65218373751503,1475.1823712341838,1772.367428561955,1045.5619163048866,2140.5915817527116,1534.2978956077068,798.488749846244,509.95710002933583,567.7111841593861,3515.9211698215113,10517.613675916647,2040.600337099181,1643.8554184551879,2794.509302919355,876.8714912851195,28.062696138282842,1322.7221459111508,5268.082256098689,598.3762399016038,2962.718037026149,862.4674537439206,391.1314228428322,277.95962353687713,1035.5925208309604
32,18166.229881764044,71301.62984475141,4314.157328960339,2005.3825644509463,572.0849454543891,2155.7733417898553,2195.005438395256,1596.496493027572,2070.7586926425406,1109.5000472379656,2030.7702379224042,1535.9215485361428,696.5844059385288,505.7005094861085,550.3581607329659,3513.060100779796,9870.804178487551,2201.712092019395,1643.8554184551879,2589.8167165848704,763.8888573532823,47.70649653483577,1628.068962953045,5625.400547395212,598.3762399016038,2810.792912400624,863.3880941642223,341.22604682597205,275.65075867047125,1015.9414994128856
33,53549.09945857718,124966.48087869793,4232.029234411944,2005.3825644509463,572.0849454543891,2155.7733417898553,11569.834194402396,1897.6284884131264,391.2733121886121,2741.4712748622255,2818.4893282424505,2449.7134166599044,1146.8055792881783,675.7008369547984,616.4627591119399,4093.125214865257,9360.725296337772,2969.2398760629976,1643.8554184551879,2327.239420920665,719.6362521587714,25.957972202850364,1703.3803879133168,5115.262067183451,10265.587521863796,3901.02933574646,1376.9903686400537,561.729733586002,368.3055057593412,916.014832409355
34,30732.978070264362,88812.6562219677,3845.354712605254,7077.110138919753,1534.0243540865815,2155.7733417898553,2788.5810979756357,2013.9734353651688,3228.6939546938524,1935.6773495563862,3673.139188675265,2259.5295369757714,1213.2478025513526,876.0238867468919,845.49548344759,3865.7700307828964,14357.53335052735,3047.530235530912,1643.8554184551879,2140.5249546147706,777.2870260293497,0.0,1490.718819609658,4510.792239162171,2977.8367577575245,5084.059416688895,1270.0809998325144,594.2937761127266,477.47325437274634,859.467183639915
35,23206.91704601935,96672.18332125689,3958.9604740537316,6588.545846529823,1389.4778828579504,2155.7733417898553,1533.090250876557,1884.377355502871,2698.7420796087713,1745.102067821743,3306.3919741892632,1846.742840803068,877.983003624423,694.0436704297372,714.011217172208,3396.82085389894,16912.021492272634,2332.0722256685312,1643.8554184551879,1985.1714241435018,785.4676386344486,84.88937339250914,1699.3538364797973,3915.6023000499517,1840.9288203886897,4576.454955747808,1038.0796139164768,430.0709556232833,378.30289063087884,851.0278445661775
36,30442.40491517998,110033.37939004847,5046.585405603613,7990.000475363664,2284.8978474490054,2155.7733417898553,4142.510964797679,2716.415990937808,3876.3100854420804,2697.35892096266,3528.8980103039,2256.7693269974307,2152.6492290143065,2076.4701846904863,1992.7432802632177,5033.352345760147,12585.766575291196,2212.4083081136832,1643.8554184551879,2023.707484115098,780.7653967433287,0.0,1790.6969014068598,4470.778039279073,3847.9003018669673,4884.134501809467,1268.584959149524,1054.4570457335976,1131.851734809515,830.1537305287202
37,32682.630207604703,122608.62274891118,19156.306513261312,18998.903951653043,6804.0985843543685,2155.7733417898553,5213.368792972309,9296.994849835199,14369.581964075705,15962.228734107073,9379.255779706242,13286.351913391512,7200.78060865537,4110.59387583237,3309.534193688935,12069.053801785018,11261.853971059745,2118.1479037827694,6233.580597727756,1908.824878551238,795.3230223240557,85.59065837016976,1852.064527884388,3930.58634085724,5353.630500181051,12981.31618796182,7468.120009435149,3527.264503990398,2240.614820954971,771.975291600104
38,26370.775618005086,98244.08874111473,20889.00899580674,27128.13641022192,8590.802283394016,2155.7733417898553,3920.937660501165,12965.570996039409,15328.743958273599,12371.904424444347,9335.709021967989,7553.233423084115,5248.393855392041,3719.163075362387,4114.388261957677,12126.275182619327,9426.22499227996,2392.2384411989015,6233.580597727756,1935.7517489079603,786.6270955391083,49.811220470268246,1604.0587858865026,3902.235854557087,5036.7657552684195,12921.20513337669,4245.705918300265,2570.8428814660215,2027.229530001735,749.5111571574497
39,19505.17367578809,64022.92179809971,45944.516446751615,30917.603720315106,7331.615650023701,2155.7733417898553,2169.6945021218044,9479.19792735121,13298.043995368062,10498.368494777376,8048.991810441794,4959.177261086254,3269.804535208021,2135.7113932817956,2627.3293014393043,30916.84513775526,10949.092922935804,2653.032987775606,6233.580597727756,1783.622993329712,781.3451251956585,0.0,1636.718591958383,3438.837365272605,2784.2586887039133,11140.136849372875,2787.641652647389,1601.7193206669133,1164.12966564187,731.0424586047775
40,16362.224834565248,50088.766203769934,24126.916277392455,30550.738494726767,15634.949938516422,2155.7733417898553,1436.019389871076,11235.635594605565,21970.825086943794,16011.17362115856,7950.5642073347835,5768.297637090176,3066.7838945180256,2013.6745035836989,2509.120324625909,17160.42596625158,16932.490147254568,4475.623642675235,6233.580597727756,1663.0164123307406,792.4243800624065,122.77266622539251,1549.4020784648403,3599.149574591488,2146.2397634671697,11004.775659788584,3242.4380202764473,1502.212630476063,1097.6343574893792,673.6794147557496
41,16421.348900860332,41868.48681062338,14438.233485851284,21413.731681529687,5906.536643439537,2155.7733417898553,1436.019389871076,5609.867117556629,10119.787022174762,7038.770402429376,8567.973717733305,5482.534721685446,2982.216587369863,2008.0575593617082,2477.721773099776,12226.079916632654,26226.0782552516,10913.111587311141,6233.580597727756,1566.676262401749,767.9469565195913,0.0,1358.0663196053772,3928.1173795878567,1677.3076147733245,11859.243169039415,3081.901346986332,1460.8209860595637,1094.5404785683954,657.6161316878624
42,15375.141337516827,44728.56872205471,11221.072848358805,10140.361104866386,3416.2306526656344,2155.7733417898553,999.0294955067262,4337.4270798493535,5856.903584419154,4392.710679540932,5447.938005426649,3903.4240052529067,2130.9779330648653,1526.316827572529,1852.016150335121,9900.629614122117,37081.83411146978,13323.474172447588,6233.580597727756,1485.8150319592567,747.5920464155657,0.0,1304.6772302276004,3786.1946748961004,1741.9950681561431,7540.59784740116,2194.1738217103825,1043.863923465868,831.9763659607129,620.7195043364976
43,14772.364271386454,52738.212788940305,9869.679376216644,5046.606883319084,2467.9998925056107,2155.7733417898553,975.0867179507585,4371.084957441402,5083.228051676758,3317.162275472857,4506.134976424536,3305.378509945659,1909.881461435221,1277.3282219820935,1597.5202427993452,7662.342112649885,54644.7588321679,31140.84469006482,6233.580597727756,1411.4033513028055,760.4104866393033,327.63130393755296,1524.049717587125,3842.129418136942,1627.2180786779652,6236.855863510365,1858.0249882477108,935.529631385243,696.2612891133723,644.8144289383282
44,19611.88540519873,67514.12373560396,8605.564889570167,8023.150947555381,1939.6703530582943,2155.7733417898553,2746.8522570923774,3727.1461536675397,4742.86105594106,2780.5032733969542,3779.0234283812915,2954.561233874928,1700.3101790150524,1115.7971932231237,1391.4134449748403,6508.133632030421,29750.78064314053,16857.68224026861,3692.9898594057663,1347.2303309316949,659.086836026544,232.2148348580789,1410.0386594046936,3342.0370561937048,3638.4789955677247,5230.55228304821,1660.777778198064,832.8842383002507,608.2011831086501,642.0013159137491
45,17391.84881833818,53899.850894215255,7476.66129028995,7170.520802784415,1601.311955154176,2155.7733417898553,2145.8201325017108,2639.1618860710196,4263.808886957453,2446.3150192758026,3602.271314438217,2659.1105226638633,1450.3022284710398,1007.1883108057239,1227.0354580530322,6347.980302183701,22195.39071620928,10997.04717193993,3692.9898594057663,1299.7455206319662,672.4850047026113,119.96578830984879,1384.0152066213916,3767.805170268975,2707.948249044823,4985.655393997685,1494.7172623861381,710.425783195986,549.0018879340021,633.9696743798054
46,14486.83829269312,46715.45717275501,8080.4601735551605,6936.9941431227635,1477.3727733853243,2155.7733417898553,1306.7283910688498,2349.624631981939,4027.092201828393,3003.853042790123,3627.385266503703,2575.221788028005,1483.4987136299574,926.0936786007318,1159.435690553766,7519.288660564115,17510.524963944365,8218.259365778007,3692.9898594057663,1271.4481209457101,775.5478406723602,305.18497063770945,1434.719928376822,3246.8543424292266,1912.9498246362984,5020.386225535759,1447.591980871943,726.7078044593484,504.7640370936644,585.0051998505356
47,13421.16304898416,43018.33562524938,21366.89721147162,6813.9690574335,1437.930864526822,2155.7733417898553,1006.5543684528876,2360.4243053037967,4462.714361839705,3275.2803214895607,4596.211146540649,3541.674132797373,1780.4939740279865,1132.735790642565,1449.4078835801085,12051.754314556043,15437.459587374153,6247.4072711269955,3692.9898594057663,1386.9756814881744,827.9166441994887,778.0352741004984,1272.0174241557202,3921.3915885436763,1594.8397597654955,6361.5306433906335,1990.8273688762365,872.1670667097485,617.4366425742737,635.5596947850024
48,12351.161654082876,38271.967209988645,14969.061414029942,6775.367174259147,1466.2197242511784,2155.7733417898553,774.1042023523769,2667.4530548344146,4667.701360048365,3171.814547595915,5589.2561822512,3849.735215085957,2180.8219137485808,1239.2383189767183,1556.516362379214,10643.176835181275,12222.243262812059,5349.519353434257,3692.9898594057663,1369.6425164381883,7448.866469713599,615.2711150969875,1228.6947133617418,3405.4638198381904,1330.4860064224467,7736.070091570579,2163.9653079192317,1068.2869553609116,675.4815053157189,637.5574127299934
49,15906.536908973867,67083.42165056292,14407.471220471658,6216.7448839707195,1327.2867082158923,2155.7733417898553,1339.5642002884629,2453.5135139983413,4176.023419811016,2847.2294042253716,4421.964462494844,2892.1047178944245,1542.7500068735442,1003.6777206669794,1350.409564554709,17039.99492054216,12622.610154258677,4476.292156181128,3692.9898594057663,1250.8901810027035,1250.6675144929025,282.7299473133597,1243.3841695173594,2835.2189032062856,1998.4617950974364,6120.195890908116,1625.6783621740603,755.7408062301632,547.0624414462211,479.0853790120317
50,14633.92743323211,52790.08566779562,12220.48877243641,8919.687051051378,3848.0973962904714,2155.7733417898553,1489.993251275815,5896.886656392762,10507.1536166613,8938.947219985128,6285.646387506499,6360.930955969303,2748.068085225215,1515.0390567518132,1528.4706143349472,10557.344763929812,12679.92238820809,4573.226614535613,3692.9898594057663,1208.5650105318075,937.4209074173469,122.06877424038,1161.3618255012216,3350.3804425523085,1816.5067123200956,8699.628033216644,3575.4796923206,1346.1602459579335,825.788608118745,645.5890542639369
51,17681.70094822384,69439.70787492981,16288.261817751561,11261.583742106246,8005.082550720001,2155.7733417898553,1747.8227615856515,8969.69186695189,13342.333350027786,7455.731275665445,8218.406593971436,5818.089660228879,2591.2959602091405,1359.1688545915688,1622.258495516905,14104.405010763483,21729.524128820474,6165.180109902157,2924.223012690836,1159.1453352962665,865.7922364183715,136.10316381809864,1177.3934654680122,2977.1416078980424,3360.7034604532673,11375.237862861377,3270.460013069381,1269.3110672841715,740.8223810350067,563.3564604874696
52,16209.367492436493,52287.86188615104,12003.00671021766,8440.110220011202,4361.35924021881,2155.7733417898553,2030.2107208743237,4687.1907330155445,7829.9612827526325,4970.074480088765,6372.739902983005,4798.002647056843,2312.3765307507592,1271.009159732354,1405.0965078332706,8911.232017603326,24157.106609677776,11438.266085829313,2924.223012690836,1114.2403449109543,838.4161706139068,133.2962859025549,1271.3463322501336,3009.748923972993,3581.1250930496954,8819.8501423869,2697.016111273937,1132.6794069235464,692.7979918137634,639.9628282147786
53,16026.948117160196,46485.95898145577,9355.305683008484,7336.641502322909,2807.2446254402566,2155.7733417898553,2122.561434304485,3551.0385972902454,5353.591425644325,3527.5013786877826,4765.5662769775,3592.0614953431696,1793.4967515976516,1074.1967000790048,1252.1814841670353,7748.83954879477,18012.416384101372,7062.473793367433,2924.223012690836,1077.63914987517,838.9958990662369,378.8416183533399,1190.06964590687,3059.8092421246142,2902.7716380566067,6595.741122737135,2019.1370618005149,878.5425569634747,585.5281301205439,564.1310858130784
