,Site1,Site2,Site3,Site4,Site5,Site6,Site7
77,5484.4812858577125,5320.102454052098,6234.709374690201,6518.623969486341,6137.8039201491,6561.464304218512,6467.835657173097
78,6007.190042794926,5778.937679920138,6195.179505666501,5824.033731653547,5480.940213660452,5749.049018688025,5824.532633008321
79,5983.467494052024,5603.373321228368,5570.740339083334,6317.313048313268,5592.299040618831,6664.119201310422,6324.403256676094
80,5467.171191968512,4327.005273085078,5880.531246009632,6560.857065240801,6564.270571489152,6928.5,6358.615149952768
81,4755.52347395635,3908.701699020434,3932.537051439863,5620.3061504344705,5121.225407299487,5857.475114978715,6049.32590389974
82,5649.501935546489,2896.7229881008343,3443.9723437880593,5948.622374051562,5563.227013050666,5510.521450209057,4811.957885029948
83,5129.262433997797,3825.0051676157373,4449.789403996439,5279.105784200672,4818.555593983926,6017.763154985621,5961.177029690631
84,6730.0,6265.16042706585,5045.264191030342,4369.294210626127,5801.376413741582,3486.836509987117,3422.2001816782736
85,5417.779533833331,6495.5,6388.005151235118,6765.574221350797,6107.40000157463,6944.117264756392,6621.668680078703
86,5853.423000717101,6263.0011231014005,6365.069323997676,5447.151253477928,3042.4973308249655,5276.391662961843,6494.425670109464
87,6119.626505553488,5202.643197890104,6050.483724110367,6630.6155014719225,5528.031280753033,6946.203985866687,6620.263019533902
88,3446.5325427415,6315.774482494081,5961.528711549003,6821.250451802176,5551.313506389548,6812.730803910308,6268.358569540852
89,4937.842949766365,4957.182131228426,5077.454949085715,6551.339163446837,927.0585272813705,6907.734866894172,6608.475565896246
90,6690.940482601198,6339.435026599761,5973.894417711578,6030.103790423408,0.0,6605.24798438231,6473.825896861585
91,5099.813147964587,6248.769985310422,5814.930602197412,6814.514044695184,4974.284388399764,6751.290704176714,6771.261036620483
92,7251.5,6804.733809113783,6741.645770307319,7181.760894586219,5834.623118864066,6635.90120740366,6473.235118591596
93,7020.2893342259595,6604.633436089533,6749.2566631061945,7314.273869052024,6815.361928729386,5163.739875617821,5221.36055306755
94,7357.0,6831.24635838084,7336.0,7606.686594276089,7499.5,7601.578454304413,7232.481986791495
95,4985.857763279479,6737.395302423302,6575.011408721755,7085.331035089364,6547.4823153830375,6671.561035018064,6913.564352887103
96,6752.468183748145,6909.1566351233305,7117.852459919979,7611.160321557009,7288.04166027447,7460.169706276504,7261.835678168091
97,7587.5,7237.0,7242.5,7585.5,7409.712299023981,7667.0,6951.746119302542
98,4989.4514686661505,4448.3108113706585,7264.264028958129,7738.0,6536.756482410204,7751.0,7638.028982618807
99,7502.5,7214.5,7351.0,7273.789407556733,7590.0,6285.303688885856,5755.164505072474
100,7188.504349970869,6638.180462294298,7353.0,7764.0,7521.5,7754.0,7577.292997904691
101,5689.313464940041,5573.117913743494,5167.222025651267,6182.446827512808,6206.251235671497,7159.902341088691,7167.479856492558
102,6447.199226572971,5275.668556675237,5854.084214513601,7883.0,7725.5,7847.0894486284915,7779.0
103,5998.971167564081,4561.30400223213,6231.844256520335,7796.63050301207,5182.452761784645,7975.5,7144.38169369467
104,6760.64734500962,5474.833447080224,4489.275144227843,4128.151974374244,2165.047829883366,4993.875790121626,5104.976366117246
105,7819.5,7017.0302620697,5783.529701036256,4321.979030659775,3747.787882639981,5916.619294397573,5207.64103609258
106,6411.98614242578,6534.230088608252,4685.706892604993,7506.182396544487,6513.447616410467,7436.024896135047,6552.209865911501
107,6697.693098117475,6464.686318965913,4673.567089341662,6835.676761649622,7758.321659777108,7205.598961053287,6590.687302233629
108,5449.053377783702,5211.806568329651,3133.164511362953,5884.683185129944,2346.487787214567,5956.953729215122,6090.535260912064
109,5385.119714372621,5796.286355103082,6202.1337874960045,7652.632738446824,2482.581904417526,7396.971110999799,6926.642733215012
110,4621.356257123954,6248.722064080606,5957.37863623219,7490.979850333889,6447.369165379219,7462.925777541885,7040.687360741027
111,5430.965524867622,7147.029122986904,7442.500362971975,7812.249583147526,6920.015729400888,8082.296934235959,8052.691342335129
112,6192.480829978378,6936.739271096949,6836.362898008045,7216.865431498756,6920.494349132716,6088.047930622841,6337.018674262458
113,7615.382547144456,7239.372394574089,5454.028981314126,7174.848398134885,7156.177579412286,6302.01977472843,6546.292156881954
114,7846.784761480161,7834.755398776458,7603.522694773712,7846.600961711952,7100.476578766957,7821.105899433091,7394.548817776609
115,7679.255364928815,7802.104283406757,7752.876754956987,7985.9274539482185,7551.743867318033,7312.182296363263,7263.80194521185
116,7028.512391829439,7153.248611919507,6451.081561795521,7905.16423396436,7018.116390024657,8254.770626694388,8264.0
117,7380.000194988558,7239.0444840795235,7174.746750102219,6824.147907033983,7187.820313350126,7327.89134854403,8030.152575416241
118,5595.748326398104,6238.724450838445,7680.220911429549,8425.041711627535,8156.573936491032,8320.075319408817,7743.034289520097
119,7314.395279611276,6947.012380611372,6432.145001378633,7896.167717960344,7754.255111618644,8011.062743198794,7678.017841378179
120,7210.2426711778935,6897.993009160775,6329.097276318179,6862.572663175713,6611.828869309276,8321.213605257311,7852.494376658829
121,7071.039181079841,6402.618609639455,6718.353214964065,7543.7370258816645,7668.145061204753,7859.801037783984,8138.713090772361
122,5182.045657300228,5756.7940073587815,6957.379524728476,7736.654308132394,7668.139587525649,8260.387270111316,8122.127018746098
123,5784.58503425878,6916.801027008038,7422.2905164652275,8251.898421029204,7506.050982208452,7893.466047154678,7794.477861032989
124,4652.998277405433,5694.031142795005,5296.094529066428,6831.559016787027,6815.480230271541,7767.082967422725,7213.109872186215
125,5869.088837774867,6819.967485650579,6370.581763348337,8116.8889102633875,7637.17308542089,7776.9214277250385,7815.238813000277
126,6298.099618237761,6633.711561756131,7416.3402546154075,8557.5,7843.65400889128,8521.5,8363.0
127,3900.187149745956,5104.995928406408,5415.116755709792,8664.0,7107.72451307665,8520.0,8287.5
128,7997.703764112864,7858.640220281606,8391.5,8720.0,6331.757394640235,8723.0,8391.5
129,7729.649947021306,8331.5,8434.5,8707.0,6208.909455134065,8596.0,8386.5
130,7604.368286974493,8471.0,8143.775299268405,8018.128149829618,6862.642248145228,8240.374192907613,7709.861129094455
131,6467.2795412622845,7716.228016149785,7974.745716223804,7171.666258184235,6917.765429795063,6941.940346047588,6337.419151805592
132,7096.262791425183,6343.507083470891,6846.247460349388,7194.81410508634,7318.356358316166,7305.345261204464,7726.354508801911
133,8128.3855727110895,7817.680956712485,7934.038293225368,7915.794948999692,4741.288537602038,7675.844900920562,6690.8450961917815
134,8508.318294218796,7989.522411996724,7952.198422516369,8448.139176925686,7979.688179807634,8082.515036973557,7492.173831873161
135,9060.5,8033.605370665332,8125.087933565251,8518.559040782022,8064.177552558624,8559.652913647105,7731.447074225158
136,9185.5,8505.5,8516.0,8283.098001660797,7472.057151698003,8373.520831943413,8192.282019648976
137,9158.5,8490.759975471718,8571.0,8742.0,8150.366208415112,8121.1639321043485,8321.616850261198
138,8196.100773395608,8400.544730592384,8647.0,8728.344161209096,8286.188419153952,8827.0,8508.934175345998
139,6223.704957914488,6694.60253627145,8122.025427445023,8401.89374446858,7634.355174529267,7646.218285141884,7169.184375743485
140,8141.811059556889,8047.463723154755,8219.452204431207,8667.606352700242,7808.706164261183,8886.0,8506.02347862823
141,7884.541850253264,8128.632632503528,8742.0,8356.943491683825,7990.915970828981,8302.716719882452,8520.312892526486
142,8220.432076172667,8346.072644731456,8855.5,8907.613789234307,8158.896569983656,8386.172816726832,8569.572588232411
143,8415.136862042847,7953.150633378748,7245.79180097252,8425.634047520032,7539.155464065052,7974.379545128846,7266.282847478021
144,5218.314811685222,4029.4860205927034,2450.6028471138543,7115.4988696865985,5960.944438564444,7486.078651064644,7909.373289317949
145,6971.387653979665,6838.934062139213,7291.2761663249785,8444.6602846273,7832.170214894637,8426.151884935683,8438.27573241645
146,7136.522979734165,8677.66847193279,6774.685623152051,8597.357354406644,6648.252870258057,8599.755705051633,7674.990684852834
147,7339.6318316295055,8666.017514770869,7303.511533995173,7493.406560129571,7041.296434273589,7084.683878603092,7399.29033708467
148,8057.396010423411,8600.495598045565,7577.2926632596555,7036.880383309585,6688.604980468175,6497.243825359585,7933.4193258771365
149,8670.659034162863,8712.265763770984,8637.124410464283,8788.86331923431,8149.197415183645,8578.675258756586,8416.014051149074
150,8484.063310930207,8117.619495236297,8866.37759998839,9122.5,8806.211927532735,9029.5,8851.0
151,8800.468864357903,8521.155574128588,8460.892468863127,9182.304500891347,8768.459595762617,9083.751315800979,8823.303359916647
152,8374.271906947723,8577.210900788083,7753.771409412704,9246.0,7906.260059309003,8608.690097931094,8931.168458238239
153,8916.029443671034,8455.342525004162,8437.973140003669,8822.63312212462,8237.551682280373,9041.54113990055,8385.664051509899
154,8949.398567738352,8392.12556847095,8457.451024630716,8168.924884448157,8428.997792421065,8009.1593415628695,8061.975533776957
155,8385.220795395007,8079.495031551733,6009.668303698038,7092.777638407357,6072.064264224067,6941.664038158939,7412.913454385522
156,8487.666551630313,8585.537458501023,8328.456343748569,9132.5,8036.861330948751,9151.001807993376,8840.0
157,7887.81086205944,7047.689600221685,7915.647902440267,9027.151737678694,8835.5,9104.5,8914.5
158,8917.690524396054,9090.0,8966.5,9125.5,7848.075036940454,9029.0,8744.5
159,9358.0,8636.660325033114,9135.0,8684.854438993076,8383.743692710954,8854.900742817892,8615.792039281796
160,9381.0,9264.0,7894.445457566121,8537.148193019575,7053.187186814361,7620.250842688045,8044.034523925817
161,8995.284675963692,8997.0,9155.5,9285.0,8884.0,9254.5,9002.5
162,9353.0,8593.12494870617,8842.006894413058,9161.0,8845.0,8668.687790313837,8998.0
163,8940.343660312523,9083.0,9144.5,8785.296273418628,8917.430398910954,8996.585752041437,8907.0
164,9254.0,8948.5,8880.369845655207,8439.570791567412,6865.050220660862,6753.972132870291,8266.175750999393
165,8019.325690387706,7070.738178723179,6644.548412225473,7424.306097826971,4886.692251133973,7800.264484884453,7480.7728819159
166,9280.0,8615.089382063683,8721.140083520286,8677.8063893755,8384.796026546192,8475.499184526783,8261.63213475004
167,7928.667267713035,7843.596385218369,8363.413287921352,8735.312025637857,8007.395711348309,9027.965902914368,8639.49690845038
168,7203.632854829795,8449.771815323209,8985.94406735391,9070.708015208247,8907.95926888209,9071.423212723752,8905.402090161751
169,9325.5,8962.5,8831.575253177902,9272.031789598526,6533.031170445014,8678.165959529506,8344.15502702184
170,5505.81308416345,8153.040053944626,8957.738785614278,8817.121173957094,8943.5,9155.5,9066.0
171,9267.0,8800.040716641111,8769.198933492988,8946.880304361253,8842.5,8659.868472577195,8416.662539187806
172,7816.649313218199,6907.6441845659,7950.7749841580135,8598.420217880486,6793.537501286233,7362.412194090781,6239.032287954581
173,8124.615203960817,7895.549491911008,7584.158004840894,8195.901573356012,7344.699748300991,7776.681944837697,7445.7256524683135
174,8491.392182181575,8383.13001192349,8628.923842794436,8815.589874157356,8111.250403694676,8377.312086083848,7879.4960490895955
175,8998.117206751207,8496.016429590376,8343.441934763467,8433.421849763568,7336.962566661461,7658.605145973275,7715.7591230353455
176,9258.5,8883.090753772563,8646.839307151648,8331.426084738745,6303.451058744733,7376.192677341729,7457.340598071648
177,7633.8870539842665,7811.660640752885,7867.000657401275,8148.88448604418,7125.247816446673,8277.35378955617,7824.636327841876
178,8722.377844104078,8282.125630804983,8346.75160964953,8963.41050402303,8388.070835496565,8958.881875912215,8820.363530214852
179,6219.992944488697,6620.099128841269,6852.230958146258,7194.623270596132,6182.702906761289,8184.353222210095,8307.132489325328
180,9111.681203467097,7954.964621754786,7904.8967169918415,7896.190617092527,7813.695625226521,6652.158024831284,6208.589539621351
181,7671.791625847678,6816.860944775089,6990.5467450232445,7004.384265248974,5363.532182119054,7881.993499704003,7363.219845543875
182,8080.936301927259,7197.858045794065,5900.345590415831,9065.75674158859,8074.7736743724,8850.91666757855,8326.531879981207
183,7784.0181463714125,6725.833780661409,6123.5079111682135,8410.895665007241,7573.562293161436,8327.374336573032,8017.723609121373
184,9125.693287971337,8510.117230422658,7077.776985707787,8626.23748620732,7490.124295769389,8600.799386675577,7085.72397267446
185,7658.174256828043,8604.279085464936,6528.42199866095,6967.090740650076,7323.768442491694,6924.73224283846,7321.763913300222
186,7136.012568126771,6671.699084535754,8699.08889455096,8869.322690944207,8573.628838953755,9141.519870221386,8708.49993613042
187,8915.207103772655,8126.654336030726,9014.5,9126.629071271565,8870.0,8936.380655992472,8707.147095659924
188,8120.991651185774,8625.69622529864,9158.5,9215.5,8845.5,9093.5,8793.0
189,2894.521834562752,5532.812995635918,6692.526233075152,8976.941810630344,7775.676124162344,8294.444434574272,8123.122742648949
190,7764.418408303095,7660.0385748492035,8114.269670377957,8743.415969612734,7543.626720691959,8127.696894955736,7354.707737954096
191,7964.916856529004,8009.010343560045,7189.272857104432,7816.7939560707555,4293.092971831369,7264.598270224593,7119.583513613206
192,8687.877601732744,8386.319916163366,8577.930121943356,8079.23491719973,7708.324058317135,6512.754376386572,5481.239282350243
193,9097.0,8821.79635884275,8290.979227993193,7341.166793289407,7652.877814364856,7435.599352155582,6034.15764574153
194,9139.0,8533.430784932547,8203.618892091032,7752.387553777986,6939.23698048501,7940.939522813506,7974.952061728405
195,9041.5,8491.504659030701,8713.0,8513.991134926691,7698.741853521583,7948.435916058213,7967.222622121779
196,7465.08614313695,7788.300550127769,7695.41037800376,7947.454933780193,6819.28869185552,7794.266079029301,6924.46685311759
197,8504.780045364454,8304.623276178549,8014.353881152649,8469.71955140945,8088.587548708815,7964.741949328919,7559.464292694045
198,8343.266872137703,7766.302350070922,7566.86471058015,8391.493432268277,6647.084000629331,7646.908859823356,7956.437202848882
199,8147.273630440425,8064.766583418676,8546.845881341462,8757.201766758033,8301.890596274194,8402.11510549995,7426.355509297264
200,8205.578354232945,7143.736794220041,6379.973043029865,7781.296692793245,8581.138583298796,7617.003967247176,8162.039627899462
201,6815.330359984908,6884.53541402617,7678.132472258583,8333.519802759212,7411.654794203476,8584.53710169734,8146.16243041726
202,7286.741744056718,7930.2907392153265,5901.34199828847,8194.15901193618,7618.079889544276,8827.905565937748,8397.486909435856
203,7188.231143739191,6473.619170925565,5879.490522111566,6922.266918793868,5644.71953049519,7858.18225549015,7364.121382634695
204,7229.090925843663,7336.2557369495535,7490.818592346452,6634.671150579998,7085.091300171554,7622.839688181235,8006.58046393902
205,6953.868869006585,5298.502141769292,6948.451328339192,8057.918451017264,6987.289374391671,7858.646476404129,8295.429203675185
206,5278.900184263619,5735.240520734797,4533.976947755403,7038.173309313352,6690.633048326412,6536.568818725995,6766.158142684091
207,5366.196347289816,6190.758382193384,4788.002168316977,7667.579019950215,6985.848946813603,7967.091907020113,7690.319848863992
208,6748.362728543807,5359.0558172854135,7422.644660953521,8186.095018159191,7717.497283968749,7774.206156623363,6240.260279282687
209,7231.442104917087,5346.537306553196,6002.2473914808525,8338.117770290999,6651.569073222089,8059.481653619914,7826.775179332732
210,4321.218639390027,5896.7992570768265,6071.494624751333,6149.000524488115,3889.6325001219875,6639.242736088592,6994.884848823861
211,3953.7876409479995,6103.441143554388,7516.491028869215,7967.411970501545,6461.855357745098,7265.767073341839,7283.982158112165
212,7737.402728376119,8121.29088389132,8198.212817272655,8509.404928464182,6922.152674419982,8275.573426132434,7816.166768406273
213,8394.193263323587,8040.3120269166975,8009.021852665991,7671.828128012954,7198.142297459607,7775.375111645095,6950.853412391532
214,8249.178288328865,7942.423031826604,8289.456467130563,8392.02913257621,8067.7747658946455,8076.438137360182,8133.0
215,8323.613856107067,7942.435451701971,8236.473363677627,8768.5,8388.032142248025,8349.570795398247,7743.52197131782
216,7080.99161165994,8178.5,8292.0,8437.434832844025,8166.040752715782,8652.5,8333.5
217,6482.192236277195,7723.951232187793,7939.5620101324275,8059.56042675663,7206.014082275898,7721.803125479434,5866.098512592489
218,8432.5,8130.5,8312.0,8391.768087471308,6999.099037244809,7361.310991658329,7480.627958111566
219,7992.291348905864,7591.4611686654425,7533.320637801293,6879.448276905034,6693.380565649436,7181.934223918099,7664.058270026342
220,5606.987193772455,6168.371532644067,7138.492103751879,8347.71289996051,7517.5589625099865,7937.495846809577,7917.59955527755
221,5439.589506623896,5842.363421082715,6204.227072212142,8040.5908293820885,6955.381124766884,8407.0,7926.613667135851
222,6919.851326891721,6530.481716619939,7323.956767339115,7361.304802012037,5054.3544181391935,7402.884914002194,7994.687593689399
223,6696.853911223887,5931.336290019155,7947.9274413091825,8361.5,7589.572465358458,8014.614236763517,8111.0
224,7059.273756066392,5621.890636252139,5261.196694908978,8082.757692715901,6700.303014026113,6910.137726227871,6765.693835862134
225,7035.740246729631,7067.5746455371755,5753.454301636431,7740.453093785073,6786.019300253389,8030.36063604185,7189.71757799889
226,5495.323906567286,4970.090122821743,7721.415657831549,8268.5,7740.589470454746,8056.5,7936.0
227,6068.804556640221,6839.399275597274,5814.330290679225,8194.112167152833,7953.0,8136.0,7941.0
228,5939.923024573027,6273.285857570957,6538.8063288352205,7636.109157642713,7920.5,6673.652598433999,7261.680285002455
229,4504.297353122459,5985.4063242558705,6199.610159172292,7544.914802687461,7802.0,7523.567693951857,7209.974263764329
230,6273.863655273655,5585.482142477445,4657.893141648423,5883.081598170425,5690.88057981822,7126.08921052785,7162.865297063959
231,1351.3682025905928,2548.4630391537903,5716.4891271067845,7672.538278479647,3103.748243432541,7684.154808715473,7505.095167396168
232,7706.5,7493.5,7668.698959847839,7896.574943708474,6439.12430701968,7407.969461355335,7385.51432330971
233,6423.987917577264,6992.332414632976,7708.5,7501.24858901878,7592.824927639107,7942.0,7723.0
234,7395.65803882878,7308.283570781885,7500.71129647964,7940.5,7710.5,8025.5,7827.069459329515
235,7341.688317718169,6980.861373988399,7035.652169968964,7553.76708446459,7298.508135394703,7788.799418575676,7822.292455107435
236,7239.523667497856,7179.688805325443,7271.590114343396,7809.5,7481.288779131006,7376.651522688984,7353.205306379253
237,6023.058156153774,5434.547032454179,7012.105379134711,7256.53637271265,7134.486680184201,7391.383267402225,7642.758437886033
238,6726.681722528158,6315.784893939943,6824.600973721648,7054.989636836886,6153.456518464459,7213.669030198705,7065.294533923415
239,7476.0,7341.0,7293.940181823493,7512.614846637317,7148.648400541647,7042.291283280764,7308.8431758292745
240,6290.533137311391,6024.87268688008,7068.308647268783,6696.616370268272,5648.079297479591,5613.5961758267895,6301.6293568023075
241,6797.812492469644,7222.346995092607,7008.575362341044,7509.449387936553,6643.072344335828,7606.5,7345.882845661088
242,7326.5,7110.877233354347,7334.0,7642.5,7428.0,7566.5,7341.5
243,6300.879422339041,6523.89253051148,7010.685097089747,7412.4796548424765,7488.80678963045,7231.359462937471,6960.370826671112
244,4283.52315198127,4861.633929863359,5214.902057689906,6426.977163795488,6268.4102867332185,6427.8493898749,6795.3827972160325
245,5333.118546254214,5413.406752552376,4001.4907478572413,5772.37129451878,4944.906376702293,5197.614642548099,5227.941293923654
